# [0]SEQN, [1]Timestamp, [2]CPU_User, [3]CPU_System, [4]CPU_Nice, [5]CPU_IOWait, [6]CPU_IRQ, [7]CPU_SoftIRQ, [8]RAM_Used, [9]RAM_Buffer, [10]RAM_Cached, [11]PID, [12]Disk_Used, [13]Disk_Read, [14]Disk_Write, [15]IO_lo_Bytes_Sent, [16]IO_lo_Bytes_Recv, [17]IO_lo_Packets_Sent, [18]IO_lo_Packets_Recv, [19]IO_eth0_Bytes_Sent, [20]IO_eth0_Bytes_Recv, [21]IO_eth0_Packets_Sent, [22]IO_eth0_Packets_Recv, [23]IO_wlan0_Bytes_Sent, [24]IO_wlan0_Bytes_Recv, [25]IO_wlan0_Packets_Sent, [26]IO_wlan0_Packets_Recv, [27]Core_Temp
138209,204264327883269,2.09999990463,2.09999990463,0.0,0.0,0.0,0.0,286318592,25862144,205238272,70,2750693376,0,0,156,156,1,1,26432,356852,413,1135,60,0,1,0,56000
138240,204264833619787,1.10000002384,2.20000004768,0.0,0.0,0.0,1.10000002384,286359552,25862144,205316096,70,2750730240,0,0,156,156,1,1,26432,329840,413,1117,0,0,0,0,56000
138271,204265339870338,2.09999990463,3.20000004768,0.0,0.0,0.0,0.0,286162944,25862144,205316096,70,2750767104,0,0,16249,16249,29,29,26496,322802,414,1110,60,0,1,0,56000
138301,204265846014450,3.09999990463,2.09999990463,0.0,0.0,0.0,1.0,286683136,25862144,205389824,70,2750808064,0,0,156,156,1,1,26432,311984,413,1103,0,0,0,0,56000
138331,204266352079292,0.0,4.30000019073,0.0,0.0,0.0,1.10000002384,286613504,25862144,205389824,70,2750844928,0,12288,156,156,1,1,26432,339146,413,1122,60,0,1,0,56000
138363,204266858713691,2.0,5.09999990463,0.0,0.0,0.0,2.0,286646272,25862144,205467648,70,2750885888,0,0,156,156,1,1,26432,303908,413,1097,0,0,0,0,56000
138393,204267364825816,1.10000002384,3.20000004768,0.0,0.0,0.0,0.0,286449664,25862144,205467648,70,2750922752,0,0,156,156,1,1,26432,324230,413,1112,60,0,1,0,56000
138423,204267871095572,3.0,6.09999990463,0.0,0.0,0.0,1.0,286478336,25862144,205541376,70,2750963712,0,0,156,156,1,1,26496,354268,414,1135,0,0,0,0,56000
138454,204268377413240,2.09999990463,3.20000004768,0.0,0.0,0.0,1.10000002384,286543872,25862144,205541376,70,2751000576,0,0,16284,16284,29,29,26432,354128,413,1133,60,0,1,0,56000
138485,204268883626705,2.09999990463,4.19999980927,0.0,0.0,0.0,0.0,286576640,25862144,205623296,70,2751041536,0,0,156,156,1,1,26432,332638,413,1120,0,0,0,0,56000
138515,204269389831719,1.10000002384,3.20000004768,0.0,0.0,0.0,1.10000002384,286576640,25862144,205623296,70,2751078400,0,0,156,156,1,1,26432,314696,413,1105,60,0,1,0,55000
138547,204269895702193,2.0,6.09999990463,0.0,0.0,0.0,1.0,286674944,25862144,205697024,70,2751119360,0,0,156,156,1,1,26496,309410,414,1102,0,0,0,0,55000
138578,204270401942896,2.0,5.09999990463,0.0,0.0,0.0,3.0,286834688,25862144,205697024,70,2751160320,0,0,156,156,1,1,26432,351404,413,1131,60,0,1,0,56000
138608,204270908195542,0.0,5.09999990463,0.0,1.0,0.0,2.0,286801920,25862144,205774848,70,2751201280,0,12288,156,156,1,1,26432,329624,413,1115,0,0,0,0,56000
138638,204271414609730,3.40000009537,21.2000007629,0.0,0.0,0.0,0.0,286744576,25862144,205774848,70,2751238144,0,0,16172,16172,29,29,26432,314770,413,1106,60,0,1,0,56000
138670,204271920811811,5.59999990463,12.0,0.0,0.0,0.0,0.0,286642176,25862144,205852672,70,2751279104,0,0,156,156,1,1,26496,312006,414,1102,60,0,1,0,56000
138700,204272426899072,3.79999995232,11.3999996185,0.0,0.0,0.0,0.0,286834688,25862144,205852672,70,2751315968,0,0,156,156,1,1,26432,315992,413,1105,0,0,0,0,56000
138730,204272933194112,3.09999990463,6.09999990463,0.0,0.0,0.0,0.0,286998528,25862144,205926400,70,2751352832,0,0,156,156,1,1,26432,320218,413,1110,60,0,1,0,56000
138761,204273439486777,2.09999990463,4.19999980927,0.0,0.0,0.0,0.0,286867456,25862144,205926400,70,2751393792,0,0,156,156,1,1,26432,321514,413,1110,0,0,0,0,55000
138792,204273945724057,1.10000002384,3.20000004768,0.0,0.0,0.0,0.0,287064064,25862144,206004224,70,2751434752,0,0,16172,16172,29,29,26496,339440,414,1125,60,0,1,0,55000
138822,204274451718290,0.0,1.10000002384,0.0,0.0,0.0,0.0,287518720,25862144,206004224,70,2751471616,0,0,156,156,1,1,26432,324164,413,1111,0,0,0,0,56000
138854,204274957987418,1.10000002384,0.0,0.0,0.0,0.0,1.10000002384,287485952,25862144,206082048,70,2751508480,0,0,156,156,1,1,26432,316220,413,1107,60,0,1,0,56000
138884,204275464024743,1.10000002384,2.20000004768,0.0,0.0,0.0,0.0,287387648,25862144,206082048,70,2751549440,0,0,156,156,1,1,26432,313342,413,1104,0,0,0,0,56000
138914,204275970148951,1.10000002384,0.0,0.0,0.0,0.0,0.0,287387648,25862144,206155776,70,2751586304,0,12288,156,156,1,1,26432,333710,413,1118,60,0,1,0,56000
138945,204276476273228,0.0,1.10000002384,0.0,0.0,0.0,1.10000002384,287547392,25862144,206155776,70,2751627264,0,0,156,156,1,1,26496,324228,414,1112,0,0,0,0,56000
138976,204276982461480,0.0,0.0,0.0,0.0,0.0,0.0,287252480,25862144,206233600,70,2751668224,0,0,16115,16115,29,29,26496,309348,414,1101,60,0,1,0,56000
139006,204277488726977,0.0,1.10000002384,0.0,0.0,0.0,0.0,287449088,25862144,206233600,70,2751705088,0,0,156,156,1,1,26432,315992,413,1105,0,0,0,0,56000
139037,204277994975432,1.10000002384,2.20000004768,0.0,0.0,0.0,0.0,287346688,25862144,206311424,70,2751741952,0,0,156,156,1,1,26432,366526,413,1144,60,0,1,0,56000
139068,204278501203843,0.0,3.20000004768,0.0,0.0,0.0,1.10000002384,287449088,25862144,206311424,70,2751782912,0,0,156,156,1,1,26432,339220,413,1123,0,0,0,0,56000
139099,204279007458584,2.20000004768,2.20000004768,0.0,0.0,0.0,0.0,287186944,25862144,206389248,70,2751819776,0,0,156,156,1,1,26496,368042,414,1146,60,0,1,0,56000
139129,204279513721496,2.09999990463,3.09999990463,0.0,0.0,0.0,1.0,287547392,25862144,206389248,70,2751860736,0,0,156,156,1,1,26432,335060,413,1119,0,0,0,0,56000
139161,204280020073386,4.19999980927,2.09999990463,0.0,0.0,0.0,0.0,287608832,25862144,206467072,70,2751897600,0,0,16164,16164,29,29,26432,342172,413,1127,60,0,1,0,56000
139191,204280526165676,1.10000002384,5.30000019073,0.0,0.0,0.0,0.0,287313920,25862144,206467072,70,2751938560,0,0,156,156,1,1,26496,354128,414,1133,0,0,0,0,56000
139221,204281032133439,1.10000002384,2.20000004768,0.0,0.0,0.0,0.0,287473664,25862144,206540800,70,2751975424,0,12288,156,156,1,1,26432,332348,413,1117,60,0,1,0,56000
139252,204281538352352,3.20000004768,3.20000004768,0.0,0.0,0.0,0.0,287571968,25862144,206540800,70,2752012288,0,0,156,156,1,1,26432,310610,413,1102,0,0,0,0,56000
139283,204282045041994,1.10000002384,4.30000019073,0.0,0.0,0.0,0.0,287768576,25862144,206618624,70,2752049152,0,1835008,156,156,1,1,26432,342108,413,1126,60,0,1,0,56000
139313,204282551125135,2.09999990463,3.20000004768,0.0,0.0,0.0,0.0,287768576,25862144,206618624,70,2752090112,0,471040,156,156,1,1,26496,321376,414,1108,0,0,0,0,56000
139344,204283057272251,1.10000002384,4.30000019073,0.0,0.0,0.0,0.0,287768576,25862144,206692352,70,2752126976,0,0,16164,16164,29,29,26432,313142,413,1101,60,0,1,0,56000
139375,204283563389334,0.0,3.29999995232,0.0,0.0,0.0,0.0,288124928,25862144,206692352,70,2752167936,0,0,156,156,1,1,26432,325616,413,1112,0,0,0,0,56000
139405,204284069335936,2.09999990463,3.20000004768,0.0,0.0,0.0,0.0,288055296,25862144,206770176,70,2752204800,0,0,156,156,1,1,26432,351608,413,1134,60,0,1,0,56000
139437,204284575621616,0.0,2.20000004768,0.0,0.0,0.0,1.10000002384,288219136,25862144,206770176,70,2752245760,0,0,156,156,1,1,26432,326912,413,1112,0,0,0,0,56000
139467,204285081707271,1.10000002384,2.20000004768,0.0,0.0,0.0,0.0,288096256,25862144,206848000,70,2752282624,0,0,156,156,1,1,26432,321718,413,1113,60,0,1,0,56000
139497,204285587781682,1.10000002384,1.10000002384,0.0,0.0,0.0,0.0,287866880,25862144,206848000,70,2752319488,0,0,156,156,1,1,26432,344530,413,1125,0,0,0,0,56000
139528,204286094016449,2.09999990463,2.09999990463,0.0,0.0,0.0,1.10000002384,287866880,25862144,206925824,70,2752360448,0,24576,16164,16164,29,29,26496,332412,414,1118,60,0,1,0,56000
139560,204286600170059,1.10000002384,2.09999990463,0.0,0.0,1.10000002384,0.0,287830016,25862144,206925824,70,2752401408,0,0,156,156,1,1,26432,310634,413,1101,0,0,0,0,56000
139590,204287106353492,2.09999990463,3.20000004768,0.0,0.0,0.0,0.0,288157696,25862144,206999552,70,2752438272,0,12288,156,156,1,1,26432,336498,413,1121,60,0,1,0,56000
139620,204287612484125,4.19999980927,3.09999990463,0.0,0.0,0.0,0.0,288055296,25862144,206999552,70,2752475136,0,0,156,156,1,1,26432,337720,413,1120,0,0,0,0,56000
139651,204288118915146,1.10000002384,3.20000004768,0.0,0.0,0.0,0.0,288284672,25862144,207077376,70,2752516096,0,0,156,156,1,1,26496,336700,414,1124,60,0,1,0,56000
139682,204288625035302,3.20000004768,2.09999990463,0.0,0.0,0.0,0.0,288284672,25862144,207077376,70,2752552960,0,0,156,156,1,1,26432,321530,413,1109,0,0,0,0,56000
139712,204289130833910,2.09999990463,4.19999980927,0.0,0.0,0.0,0.0,288317440,25862144,207151104,70,2752593920,0,0,16172,16172,29,29,26432,325664,413,1114,60,0,1,0,56000
139744,204289637016016,1.10000002384,3.20000004768,0.0,0.0,0.0,1.10000002384,288448512,25862144,207216640,70,2752630784,0,0,156,156,1,1,26432,329702,413,1115,0,0,0,0,56000
139774,204290143388788,1.10000002384,3.20000004768,0.0,0.0,0.0,0.0,288317440,25862144,207233024,70,2752671744,0,0,156,156,1,1,26432,346160,413,1130,60,0,1,0,56000
139804,204290649802418,2.09999990463,3.20000004768,0.0,0.0,0.0,0.0,288735232,25862144,207265792,70,2752708608,0,0,156,156,1,1,26432,328260,413,1114,0,0,0,0,56000
139835,204291156017140,0.0,3.29999995232,0.0,0.0,0.0,0.0,288575488,25862144,207306752,70,2752745472,0,12288,156,156,1,1,26496,332478,414,1119,60,0,1,0,56000
139866,204291662504453,1.10000002384,4.19999980927,0.0,0.0,0.0,1.10000002384,288387072,25862144,207343616,70,2752786432,0,0,156,156,1,1,26432,332434,413,1117,0,0,0,0,56000
139896,204292168974794,1.10000002384,2.20000004768,0.0,0.0,0.0,0.0,288288768,25862144,207384576,70,2752827392,0,0,16172,16172,29,29,26496,335202,414,1121,60,0,1,0,56000
139927,204292674962601,0.0,3.20000004768,0.0,0.0,0.0,1.10000002384,288190464,25862144,207462400,70,2752864256,0,0,156,156,1,1,26432,320090,413,1108,0,0,0,0,56000
139957,204293181395298,2.09999990463,4.19999980927,0.0,0.0,0.0,0.0,288514048,25862144,207462400,70,2752905216,0,0,156,156,1,1,26432,328378,413,1116,60,0,1,0,56000
139988,204293687623708,3.09999990463,3.09999990463,0.0,0.0,0.0,0.0,288514048,25862144,207536128,70,2752942080,0,0,156,156,1,1,26432,333872,413,1119,0,0,0,0,56000
140019,204294193776830,1.10000002384,3.20000004768,0.0,0.0,0.0,1.10000002384,288968704,25862144,207536128,70,2752978944,0,0,156,156,1,1,26496,332464,414,1119,60,0,1,0,56000
140051,204294699901946,1.0,4.19999980927,0.0,0.0,0.0,1.0,288837632,25862144,207618048,70,2753019904,0,0,156,156,1,1,26432,321540,413,1109,0,0,0,0,56000
140081,204295206083214,1.10000002384,3.20000004768,0.0,0.0,0.0,0.0,288739328,25862144,207618048,70,2753060864,0,0,16172,16172,29,29,26432,306726,413,1102,60,0,1,0,56000
140111,204295712255542,2.09999990463,3.09999990463,0.0,0.0,0.0,1.0,288772096,25862144,207691776,70,2753097728,0,0,156,156,1,1,26432,299660,413,1093,0,0,0,0,56000
140142,204296218256340,2.0,6.09999990463,0.0,0.0,0.0,1.0,288702464,25862144,207691776,70,2753134592,0,12288,156,156,1,1,26496,317354,414,1106,60,0,1,0,56000
140173,204296724155589,2.09999990463,2.09999990463,0.0,0.0,0.0,1.10000002384,288768000,25862144,207769600,70,2753175552,0,0,156,156,1,1,26432,298386,413,1092,0,0,0,0,56000
140203,204297230322260,0.0,5.09999990463,0.0,0.0,0.0,3.09999990463,288866304,25862144,207769600,70,2753212416,0,0,156,156,1,1,26432,302372,413,1095,60,0,1,0,56000
140234,204297736578677,1.0,6.0,0.0,0.0,0.0,3.0,288927744,25862144,207843328,70,2753253376,0,0,156,156,1,1,26432,306598,413,1100,0,0,0,0,56000
140264,204298242669151,3.79999995232,7.69999980927,0.0,0.0,1.0,1.89999997616,289230848,25862144,207843328,70,2753290240,0,0,1884,1884,4,4,26496,329742,414,1117,120,0,2,0,56000
140295,204298748726032,4.30000019073,19.7000007629,0.0,0.0,0.0,0.0,288997376,25862144,207921152,70,2753331200,0,0,156,156,1,1,26432,325754,413,1114,0,0,0,0,56000
140326,204299254847236,4.69999980927,12.1000003815,0.0,0.0,0.0,0.0,289357824,25862144,207921152,70,2753368064,0,0,156,156,1,1,26432,316066,413,1106,60,0,1,0,56000
140357,204299761053856,2.0,10.8000001907,0.0,0.0,0.0,0.0,288964608,25862144,207998976,70,2753409024,0,0,156,156,1,1,26496,310772,414,1103,0,0,0,0,56000
140387,204300267227791,1.10000002384,4.30000019073,0.0,0.0,0.0,0.0,288833536,25862144,207998976,70,2753449984,0,0,16200,16200,29,29,26432,315992,413,1105,60,0,1,0,56000
140417,204300773524157,1.0,5.19999980927,0.0,0.0,0.0,0.0,288960512,25862144,208072704,70,2753490944,0,0,156,156,1,1,26432,298298,413,1092,0,0,0,0,56000
140448,204301279996524,2.20000004768,2.20000004768,0.0,0.0,0.0,0.0,289255424,25862144,208072704,70,2753527808,0,12288,156,156,1,1,26432,290254,413,1088,60,0,1,0,56000
140479,204301786350649,2.20000004768,1.10000002384,0.0,0.0,0.0,0.0,289579008,25862144,208150528,70,2753568768,0,0,156,156,1,1,26496,328350,414,1114,0,0,0,0,56000
140509,204302292498393,1.10000002384,0.0,0.0,0.0,0.0,0.0,289345536,25862144,208150528,70,2753605632,0,0,156,156,1,1,26432,344594,413,1126,60,0,1,0,56000
140540,204302798865997,0.0,0.0,0.0,0.0,0.0,0.0,289443840,25862144,208224256,70,2753646592,0,0,156,156,1,1,26432,332542,413,1120,0,0,0,0,56000
140571,204303305136941,2.20000004768,0.0,0.0,0.0,0.0,0.0,289542144,25862144,208224256,70,2753683456,0,0,16115,16115,29,29,26496,324238,414,1112,60,0,1,0,56000
140602,204303811199828,1.10000002384,0.0,0.0,0.0,0.0,1.10000002384,289476608,25862144,208306176,70,2753724416,0,0,156,156,1,1,26432,363890,413,1142,0,0,0,0,56000
140633,204304317439902,1.10000002384,1.10000002384,0.0,0.0,0.0,0.0,289378304,25862144,208306176,70,2753761280,0,0,156,156,1,1,26432,365024,413,1141,60,0,1,0,56000
140664,204304823749748,0.0,1.10000002384,0.0,0.0,0.0,0.0,289415168,25862144,208384000,70,2753802240,0,0,156,156,1,1,26432,336790,413,1124,0,0,0,0,56000
140694,204305330145848,1.10000002384,2.09999990463,0.0,0.0,0.0,1.10000002384,289611776,25862144,208384000,70,2753839104,0,0,156,156,1,1,26496,326888,414,1113,60,0,1,0,56000
140725,204305836032735,2.20000004768,1.10000002384,0.0,0.0,0.0,1.10000002384,289771520,25862144,208457728,70,2753875968,0,0,156,156,1,1,26432,326900,413,1113,0,0,0,0,56000
140755,204306342388885,3.09999990463,3.09999990463,0.0,0.0,0.0,1.0,289771520,25862144,208457728,70,2753916928,0,12288,16284,16284,29,29,26432,333698,413,1118,60,0,1,0,56000
140786,204306848547245,1.10000002384,2.20000004768,0.0,0.0,0.0,0.0,289738752,25862144,208535552,70,2753957888,0,0,156,156,1,1,26432,352932,413,1133,0,0,0,0,56000
140817,204307355038539,2.09999990463,3.20000004768,0.0,0.0,0.0,0.0,289738752,25862144,208535552,70,2753994752,0,0,156,156,1,1,26496,346030,414,1128,60,0,1,0,56000
140847,204307861381629,2.09999990463,5.19999980927,0.0,0.0,0.0,0.0,289640448,25862144,208613376,70,2754031616,0,0,156,156,1,1,26432,367954,413,1146,0,0,0,0,56000
140877,204308367535728,3.09999990463,3.09999990463,0.0,0.0,0.0,1.0,289669120,25862144,208613376,70,2754072576,0,0,156,156,1,1,26432,386816,413,1157,60,0,1,0,56000
140909,204308874300520,2.09999990463,3.20000004768,0.0,0.0,0.0,0.0,289533952,25862144,208687104,70,2754109440,0,0,156,156,1,1,26496,350410,414,1134,0,0,0,0,56000
140939,204309380642074,2.09999990463,3.20000004768,0.0,0.0,0.0,0.0,289632256,25862144,208687104,70,2754150400,0,0,16284,16284,29,29,26432,392264,413,1161,60,0,1,0,56000
140970,204309886986351,2.20000004768,1.10000002384,0.0,0.0,0.0,0.0,289697792,25862144,208764928,70,2754187264,0,0,156,156,1,1,26432,449770,413,1206,0,0,0,0,56000
141001,204310393295848,1.10000002384,2.20000004768,0.0,0.0,0.0,0.0,289599488,25862144,208764928,70,2754228224,0,0,156,156,1,1,26496,459068,414,1211,60,0,1,0,56000
141032,204310900203884,2.09999990463,4.19999980927,0.0,0.0,0.0,1.10000002384,289669120,25862144,208842752,70,2754265088,0,12288,156,156,1,1,26432,453640,413,1207,0,0,0,0,56000
141062,204311406650409,1.10000002384,1.10000002384,0.0,0.0,0.0,0.0,289730560,25862144,208842752,70,2754306048,0,0,156,156,1,1,26496,425018,414,1186,60,0,1,0,56000
141093,204311912984839,2.09999990463,5.30000019073,0.0,0.0,0.0,0.0,289730560,25862144,208916480,70,2754342912,0,0,156,156,1,1,26432,410070,413,1174,0,0,0,0,56000
141124,204312419189713,2.20000004768,3.20000004768,0.0,0.0,0.0,1.10000002384,289894400,25862144,208916480,70,2754379776,0,2306048,4188,4188,8,8,26432,407386,413,1174,120,0,2,0,56000
141154,204312925373076,2.09999990463,3.20000004768,0.0,0.0,0.0,0.0,289988608,25862144,208994304,70,2754416640,0,0,156,156,1,1,26432,411472,413,1177,60,0,1,0,56000
141184,204313431498192,1.10000002384,2.20000004768,0.0,0.0,0.0,1.10000002384,290086912,25862144,208994304,70,2754453504,0,0,156,156,1,1,26496,375920,414,1149,0,0,0,0,56000
141216,204313937909657,3.20000004768,3.20000004768,0.0,0.0,0.0,0.0,290054144,25862144,209072128,70,2754494464,0,0,16164,16164,29,29,26432,429266,413,1190,60,0,1,0,56000
141246,204314443950334,1.10000002384,2.20000004768,0.0,0.0,0.0,0.0,290082816,25862144,209072128,70,2754535424,0,0,156,156,1,1,26432,434560,413,1193,0,0,0,0,56000
141277,204314950411246,2.09999990463,3.20000004768,0.0,0.0,0.0,1.10000002384,290050048,25862144,209149952,70,2754572288,0,0,156,156,1,1,26496,444314,414,1202,60,0,1,0,56000
141308,204315456854000,2.09999990463,3.20000004768,0.0,0.0,0.0,0.0,290344960,25862144,209149952,70,2754609152,0,0,156,156,1,1,26432,418142,413,1180,0,0,0,0,56000
141338,204315962864087,1.10000002384,3.20000004768,0.0,1.10000002384,0.0,1.10000002384,290177024,25862144,209223680,70,2754650112,0,24576,156,156,1,1,26432,448192,413,1203,60,0,1,0,56000
141368,204316469336034,2.09999990463,4.19999980927,0.0,0.0,0.0,0.0,289980416,25862144,209223680,70,2754686976,0,0,156,156,1,1,26496,433190,414,1192,0,0,0,0,56000
141400,204316975372032,2.20000004768,2.20000004768,0.0,0.0,0.0,0.0,290381824,25862144,209301504,70,2754727936,0,0,16164,16164,29,29,26432,376020,413,1149,60,0,1,0,56000
141430,204317481790202,1.10000002384,3.20000004768,0.0,0.0,0.0,0.0,290512896,25862144,209301504,70,2754764800,0,0,156,156,1,1,26432,373270,413,1148,0,0,0,0,56000
141460,204317987958479,1.10000002384,3.20000004768,0.0,0.0,0.0,1.10000002384,290574336,25862144,209379328,70,2754805760,0,0,156,156,1,1,26432,399214,413,1168,60,0,1,0,56000
141491,204318494320915,3.20000004768,2.20000004768,0.0,0.0,0.0,0.0,290279424,25862144,209379328,70,2754842624,0,0,156,156,1,1,26496,403226,414,1170,0,0,0,0,56000
141523,204319000876044,2.09999990463,2.09999990463,0.0,0.0,0.0,1.10000002384,290439168,25862144,209453056,70,2754883584,0,0,156,156,1,1,26432,388406,413,1160,60,0,1,0,56000
141553,204319506991800,1.10000002384,3.20000004768,0.0,0.0,0.0,1.10000002384,290635776,25862144,209453056,70,2754920448,0,0,156,156,1,1,26432,354268,413,1135,0,0,0,0,56000
141584,204320013250313,2.09999990463,4.19999980927,0.0,0.0,0.0,0.0,290570240,25862144,209530880,70,2754961408,0,0,16172,16172,29,29,26496,374786,414,1150,60,0,1,0,56000
141615,204320519512247,2.09999990463,4.19999980927,0.0,0.0,0.0,0.0,290668544,25862144,209530880,70,2754998272,0,0,156,156,1,1,26432,362300,413,1139,0,0,0,0,56000
141645,204321025787522,1.10000002384,4.19999980927,0.0,0.0,0.0,1.10000002384,290963456,25862144,209608704,70,2755039232,0,12288,156,156,1,1,26432,375932,413,1149,60,0,1,0,56000
141675,204321531806828,3.09999990463,6.09999990463,0.0,0.0,0.0,0.0,290795520,25862144,209608704,70,2755076096,0,0,156,156,1,1,26432,361078,413,1140,0,0,0,0,56000
141707,204322038062127,1.10000002384,3.20000004768,0.0,0.0,0.0,1.10000002384,290795520,25862144,209682432,70,2755117056,0,0,156,156,1,1,26432,354292,413,1134,60,0,1,0,56000
141737,204322544269935,3.09999990463,5.09999990463,0.0,0.0,1.0,0.0,290922496,25862144,209682432,70,2755153920,0,0,156,156,1,1,26496,367684,414,1142,0,0,0,0,56000
141767,204323050758644,1.0,5.19999980927,0.0,0.0,0.0,0.0,291090432,25862144,209760256,70,2755190784,0,0,16172,16172,29,29,26432,376124,413,1152,60,0,1,0,56000
141799,204323556981537,2.09999990463,6.19999980927,0.0,0.0,0.0,1.0,290861056,25862144,209760256,70,2755231744,0,0,156,156,1,1,26432,366550,413,1143,0,0,0,0,56000
141829,204324063210577,1.0,4.19999980927,0.0,0.0,0.0,2.09999990463,290893824,25862144,209838080,70,2755272704,0,0,156,156,1,1,26496,388382,414,1161,60,0,1,0,56000
141860,204324570002886,3.09999990463,5.19999980927,0.0,0.0,0.0,0.0,291057664,25862144,209838080,70,2755309568,0,0,156,156,1,1,26496,351568,414,1132,0,0,0,0,56000
141891,204325076128071,3.09999990463,5.09999990463,0.0,0.0,0.0,2.0,291250176,25862144,209911808,70,2755346432,0,0,156,156,1,1,26432,340712,413,1126,60,0,1,0,56000
141921,204325582333993,2.90000009537,10.5,0.0,0.0,0.0,1.0,291213312,25862144,209911808,70,2755387392,0,0,156,156,1,1,26496,320078,414,1108,0,0,0,0,56000
141951,204326088286112,6.59999990463,20.5,0.0,0.0,0.0,0.0,291115008,25862144,209989632,70,2755424256,0,12288,16172,16172,29,29,26432,339222,413,1123,60,0,1,0,56000
141983,204326594172929,5.59999990463,12.0,0.0,0.0,0.0,0.0,291115008,25862144,209989632,70,2755465216,0,0,156,156,1,1,26432,347342,413,1127,0,0,0,0,56000
142014,204327100008622,3.90000009537,8.80000019073,0.0,0.0,0.0,0.0,291241984,25862144,210067456,70,2755506176,0,0,156,156,1,1,26432,347394,413,1129,60,0,1,0,56000
142044,204327606506900,4.09999990463,5.09999990463,0.0,0.0,0.0,0.0,291143680,25862144,210067456,70,2755543040,0,0,156,156,1,1,26432,356788,413,1134,0,0,0,0,56000
142074,204328112259412,2.09999990463,3.20000004768,0.0,0.0,0.0,0.0,291106816,25862144,210145280,70,2755579904,0,0,156,156,1,1,26432,366466,413,1143,60,0,1,0,56000
142106,204328618441308,1.10000002384,2.20000004768,0.0,0.0,0.0,0.0,291106816,25862144,210145280,70,2755620864,0,0,156,156,1,1,26432,347342,413,1127,0,0,0,0,56000
142136,204329124459287,2.20000004768,2.20000004768,0.0,0.0,0.0,0.0,291397632,25862144,210219008,70,2755657728,0,0,16200,16200,29,29,26432,376124,413,1152,60,0,1,0,56000
142167,204329630850917,0.0,0.0,0.0,0.0,0.0,1.10000002384,291504128,25862144,210219008,70,2755698688,0,0,156,156,1,1,26496,392354,414,1161,0,0,0,0,56000
142198,204330137021918,1.10000002384,1.10000002384,0.0,0.0,0.0,0.0,291209216,25862144,210296832,70,2755735552,0,0,156,156,1,1,26432,440006,413,1197,60,0,1,0,56000
142228,204330643561263,1.10000002384,0.0,0.0,0.0,0.0,0.0,291340288,25862144,210296832,70,2755780608,0,0,156,156,1,1,26432,382806,413,1155,0,0,0,0,56000
142258,204331149845826,0.0,0.0,0.0,0.0,0.0,0.0,291536896,25862144,210374656,70,2755817472,0,12288,156,156,1,1,26496,343110,414,1123,60,0,1,0,56000
142290,204331655963468,0.0,1.10000002384,0.0,0.0,0.0,0.0,291471360,25862144,210452480,70,2755858432,0,0,156,156,1,1,26432,367772,413,1142,0,0,0,0,56000
142320,204332162229384,1.10000002384,1.10000002384,0.0,0.0,0.0,2.20000004768,291692544,25862144,210452480,70,2755895296,0,0,1884,1884,4,4,26432,389492,413,1158,120,0,2,0,56000
142350,204332668573312,1.10000002384,1.10000002384,0.0,0.0,0.0,1.10000002384,291823616,25862144,210526208,70,2755936256,0,0,156,156,1,1,26432,369112,413,1144,0,0,0,0,56000
142381,204333174692491,2.09999990463,2.09999990463,0.0,0.0,0.0,1.10000002384,291823616,25862144,210526208,70,2755973120,0,0,156,156,1,1,26496,340712,414,1126,60,0,1,0,56000
142412,204333681240495,2.09999990463,2.09999990463,0.0,0.0,0.0,1.10000002384,291921920,25862144,210604032,70,2756014080,0,0,156,156,1,1,26432,351504,413,1131,0,0,0,0,56000
142442,204334187516748,2.20000004768,2.20000004768,0.0,0.0,0.0,0.0,291528704,25862144,210604032,70,2756050944,0,0,16172,16172,29,29,26432,368016,413,1147,60,0,1,0,56000
142474,204334693709958,2.09999990463,3.20000004768,0.0,0.0,0.0,0.0,291627008,25862144,210681856,70,2756091904,0,0,156,156,1,1,26496,355590,414,1134,0,0,0,0,56000
142505,204335199935994,2.09999990463,4.19999980927,0.0,0.0,0.0,1.0,292114432,25862144,210681856,70,2756128768,0,0,156,156,1,1,26432,356980,413,1137,60,0,1,0,56000
142535,204335706404729,3.09999990463,3.09999990463,0.0,0.0,0.0,0.0,292216832,25862144,210755584,70,2756169728,0,0,156,156,1,1,26432,352918,413,1134,0,0,0,0,56000
142565,204336212633559,1.10000002384,1.10000002384,0.0,1.10000002384,0.0,0.0,291921920,25862144,210755584,70,2756206592,0,12288,156,156,1,1,26432,344594,413,1126,60,0,1,0,56000
142597,204336718921963,4.0,7.0,0.0,0.0,0.0,0.0,291954688,25862144,210833408,70,2756243456,0,0,156,156,1,1,26496,320178,414,1108,0,0,0,0,56000
142627,204337224900552,1.10000002384,2.20000004768,0.0,0.0,0.0,0.0,291987456,25862144,210833408,70,2756284416,0,0,4764,4764,9,9,26432,320078,413,1108,120,0,2,0,56000
142657,204337730944163,1.10000002384,2.20000004768,0.0,0.0,0.0,0.0,292085760,25862144,210907136,70,2756321280,0,0,156,156,1,1,26432,335072,413,1119,0,0,0,0,56000
142688,204338237392783,0.0,3.20000004768,0.0,0.0,0.0,0.0,292446208,25862144,210907136,70,2756362240,0,0,156,156,1,1,26432,335126,413,1120,60,0,1,0,56000
