# [0]SEQN, [1]Timestamp, [2]CPU_User, [3]CPU_System, [4]CPU_Nice, [5]CPU_IOWait, [6]CPU_IRQ, [7]CPU_SoftIRQ, [8]RAM_Used, [9]RAM_Buffer, [10]RAM_Cached, [11]PID, [12]Disk_Used, [13]Disk_Read, [14]Disk_Write, [15]IO_lo_Bytes_Sent, [16]IO_lo_Bytes_Recv, [17]IO_lo_Packets_Sent, [18]IO_lo_Packets_Recv, [19]IO_eth0_Bytes_Sent, [20]IO_eth0_Bytes_Recv, [21]IO_eth0_Packets_Sent, [22]IO_eth0_Packets_Recv, [23]IO_wlan0_Bytes_Sent, [24]IO_wlan0_Bytes_Recv, [25]IO_wlan0_Packets_Sent, [26]IO_wlan0_Packets_Recv, [27]Core_Temp
48123,202679618865552,3.29999995232,1.10000002384,0.0,0.0,0.0,0.0,169902080,25862144,92520448,71,2637979648,0,0,156,156,1,1,0,365048,0,1140,333574,0,245,0,56000
48149,202680125454553,2.20000004768,3.20000004768,0.0,0.0,0.0,1.10000002384,170098688,25862144,92581888,71,2638008320,0,0,156,156,1,1,0,404664,0,1172,376456,0,276,0,56000
48174,202680632603682,2.09999990463,4.30000019073,0.0,0.0,0.0,0.0,170299392,25862144,92581888,71,2638041088,0,0,156,156,1,1,0,412770,0,1177,384728,0,282,0,57000
48199,202681138982391,2.20000004768,2.20000004768,0.0,0.0,0.0,1.10000002384,169971712,25862144,92639232,71,2638069760,0,0,156,156,1,1,0,429254,0,1191,399870,0,293,0,57000
48225,202681645919551,2.09999990463,4.30000019073,0.0,0.0,0.0,0.0,170258432,25862144,92700672,71,2638102528,0,0,156,156,1,1,0,375944,0,1148,344946,0,253,0,56000
48251,202682152537047,0.0,3.29999995232,0.0,0.0,0.0,0.0,170323968,25862144,92700672,71,2638131200,0,0,156,156,1,1,0,406100,0,1174,377894,0,277,0,56000
48276,202682658488258,1.10000002384,3.20000004768,0.0,1.10000002384,0.0,1.10000002384,170061824,25862144,92758016,71,2638159872,0,12288,156,156,1,1,0,403170,0,1169,374974,0,275,0,56000
48301,202683165113856,1.10000002384,6.5,0.0,0.0,0.0,0.0,170160128,25862144,92758016,71,2638192640,0,0,156,156,1,1,0,418284,0,1182,388810,0,285,0,56000
48327,202683671469518,3.29999995232,2.20000004768,0.0,0.0,0.0,0.0,170258432,25862144,92815360,71,2638225408,0,0,156,156,1,1,0,382754,0,1153,351442,0,257,0,56000
48352,202684178287389,1.10000002384,3.29999995232,0.0,0.0,0.0,1.10000002384,170225664,25862144,92815360,71,2638254080,0,0,156,156,1,1,0,399290,0,1169,372446,0,273,0,56000
48378,202684685272949,1.10000002384,3.29999995232,0.0,0.0,0.0,0.0,170160128,25862144,92876800,71,2638286848,0,0,156,156,1,1,0,437374,0,1195,407942,0,299,0,56000
48403,202685191552414,2.09999990463,5.19999980927,0.0,0.0,0.0,2.09999990463,170160128,25862144,92876800,71,2638315520,0,0,156,156,1,1,0,386892,0,1158,357180,0,262,0,56000
48429,202685698118437,2.09999990463,2.09999990463,0.0,0.0,0.0,5.19999980927,170221568,25862144,92938240,71,2638344192,0,0,156,156,1,1,0,389616,0,1160,359816,0,264,0,56000
48455,202686204094581,0.0,3.20000004768,0.0,0.0,0.0,3.20000004768,169926656,25862144,92938240,71,2638376960,0,0,156,156,1,1,0,403236,0,1170,375304,0,276,0,56000
48481,202686710991932,2.0,7.80000019073,0.0,0.0,1.0,4.90000009537,169869312,25862144,92995584,71,2638405632,0,0,156,156,1,1,0,453718,0,1207,424870,0,311,0,56000
48506,202687217257708,4.90000009537,22.7999992371,0.0,0.0,0.0,0.800000011921,170033152,25862144,92995584,71,2638434304,0,0,156,156,1,1,0,373272,0,1148,343336,0,252,0,56000
48532,202687723656043,5.59999990463,11.1999998093,0.0,0.0,0.0,0.899999976158,170196992,25862144,93052928,71,2638462976,0,12288,156,156,1,1,0,397714,0,1165,368084,0,270,0,56000
48557,202688230208447,4.90000009537,7.80000019073,0.0,0.0,0.0,2.0,170618880,25862144,93052928,71,2638495744,0,0,156,156,1,1,0,393776,0,1164,364178,0,267,0,56000
48583,202688736923023,4.30000019073,3.20000004768,0.0,0.0,0.0,0.0,170483712,25862144,93114368,71,2638524416,0,0,156,156,1,1,0,463254,0,1214,434188,0,318,0,56000
48608,202689243540589,0.0,4.40000009537,0.0,0.0,0.0,0.0,170680320,25862144,93114368,71,2638540800,0,655360,156,156,1,1,0,362374,0,1140,333690,0,245,0,56000
48635,202689750086010,0.0,4.40000009537,0.0,0.0,0.0,0.0,170614784,25862144,93171712,71,2638581760,0,1130496,156,156,1,1,0,386982,0,1158,358508,0,263,0,56000
48660,202690256706859,2.20000004768,2.20000004768,0.0,0.0,0.0,0.0,170713088,25862144,93171712,71,2638610432,0,0,156,156,1,1,0,404596,0,1171,375056,0,275,0,56000
48685,202690763056444,1.10000002384,4.30000019073,0.0,0.0,0.0,1.10000002384,170319872,25862144,93233152,71,2638643200,0,0,156,156,1,1,0,465890,0,1216,435580,0,319,0,56000
48710,202691269457014,1.10000002384,2.20000004768,0.0,0.0,0.0,0.0,170418176,25862144,93233152,71,2638671872,0,0,156,156,1,1,0,344594,0,1126,315802,0,232,0,56000
48737,202691775888453,1.10000002384,1.10000002384,0.0,0.0,0.0,0.0,170450944,25862144,93290496,71,2638700544,0,0,156,156,1,1,0,397952,0,1167,369904,0,271,0,56000
48762,202692282393575,0.0,0.0,0.0,0.0,0.0,0.0,170479616,25862144,93290496,71,2638733312,0,0,156,156,1,1,0,400510,0,1168,370886,0,272,0,56000
48787,202692788733871,0.0,0.0,0.0,0.0,0.0,1.10000002384,170577920,25862144,93351936,71,2638761984,0,24576,156,156,1,1,0,484958,0,1230,456286,0,334,0,56000
48812,202693295084504,0.0,1.10000002384,0.0,0.0,0.0,0.0,170741760,25862144,93351936,71,2638790656,0,0,156,156,1,1,0,330974,0,1116,300608,0,221,0,56000
48840,202693801879118,0.0,3.29999995232,0.0,0.0,0.0,0.0,170643456,25862144,93409280,71,2638823424,0,0,156,156,1,1,0,410210,0,1176,382164,0,281,0,56000
48865,202694308310767,2.20000004768,1.10000002384,0.0,0.0,0.0,0.0,170708992,25862144,93409280,71,2638852096,0,12288,156,156,1,1,0,403160,0,1169,373614,0,274,0,56000
48891,202694814797800,1.10000002384,2.20000004768,0.0,0.0,1.10000002384,1.10000002384,170643456,25862144,93470720,71,2638880768,0,0,156,156,1,1,0,456518,0,1210,427364,0,313,0,56000
48916,202695321377932,2.09999990463,4.19999980927,0.0,0.0,0.0,1.0,170741760,25862144,93470720,71,2638913536,0,0,156,156,1,1,0,341870,0,1124,311666,42,230,1,56000
48942,202695827997454,3.20000004768,4.30000019073,0.0,0.0,0.0,0.0,170840064,25862144,93528064,71,2638942208,0,0,156,156,1,1,0,410122,0,1176,380604,0,279,0,56000
48967,202696334430430,2.09999990463,6.19999980927,0.0,0.0,0.0,2.09999990463,170508288,25862144,93528064,71,2638970880,0,0,156,156,1,1,0,396416,0,1165,366788,0,269,0,56000
48993,202696840738110,1.10000002384,3.29999995232,0.0,0.0,0.0,0.0,170704896,25862144,93589504,71,2639003648,0,0,156,156,1,1,0,460464,0,1211,433176,0,317,0,56000
49019,202697346970502,2.09999990463,3.20000004768,0.0,0.0,0.0,0.0,171126784,25862144,93589504,71,2639032320,0,0,156,156,1,1,0,348754,0,1130,318494,0,234,0,56000
49044,202697853561529,2.20000004768,4.30000019073,0.0,0.0,0.0,0.0,170962944,25862144,93646848,71,2639060992,0,12288,156,156,1,1,0,401876,0,1169,373714,0,274,0,56000
49069,202698359864809,2.20000004768,2.20000004768,0.0,0.0,0.0,0.0,170864640,25862144,93646848,71,2639093760,0,0,156,156,1,1,0,410044,0,1175,380504,0,279,0,56000
49095,202698865717963,3.29999995232,2.20000004768,0.0,0.0,0.0,0.0,170938368,25862144,93708288,71,2639122432,0,0,156,156,1,1,0,442684,0,1197,413584,0,303,0,56000
49121,202699372141999,1.10000002384,2.20000004768,0.0,0.0,0.0,1.10000002384,171003904,25862144,93708288,71,2639151104,0,0,156,156,1,1,0,363736,0,1141,333652,0,245,0,56000
49147,202699879112194,1.10000002384,3.29999995232,0.0,0.0,0.0,1.10000002384,170934272,25862144,93769728,71,2639183872,0,0,156,156,1,1,0,389780,0,1161,361364,0,265,0,56000
49172,202700385339557,1.10000002384,4.30000019073,0.0,0.0,0.0,0.0,170770432,25862144,93769728,71,2639212544,0,0,156,156,1,1,0,404588,0,1171,374992,0,275,0,56000
49197,202700891798933,1.10000002384,2.20000004768,0.0,0.0,0.0,1.10000002384,171098112,25862144,93827072,71,2639241216,0,0,156,156,1,1,0,441308,0,1197,412218,0,302,0,56000
49223,202701398070296,0.0,5.30000019073,0.0,0.0,0.0,1.10000002384,171196416,25862144,93827072,71,2639269888,0,0,156,156,1,1,0,367822,0,1144,336408,0,247,0,56000
49250,202701904768948,3.29999995232,1.10000002384,0.0,0.0,0.0,0.0,171163648,25862144,93884416,71,2639302656,0,0,156,156,1,1,0,397878,0,1166,371440,0,273,0,56000
49275,202702412000699,1.10000002384,3.29999995232,0.0,0.0,0.0,1.10000002384,171290624,25862144,93884416,71,2639331328,0,0,156,156,1,1,0,396490,0,1166,366724,0,269,0,56000
49300,202702918423967,2.20000004768,3.29999995232,0.0,0.0,0.0,0.0,171192320,25862144,93945856,71,2639364096,0,12288,156,156,1,1,0,452344,0,1207,423242,0,310,0,56000
49326,202703424943686,2.20000004768,3.20000004768,0.0,0.0,0.0,0.0,171192320,25862144,93945856,71,2639392768,0,0,156,156,1,1,0,370472,0,1145,340542,0,250,0,56000
49351,202703931257512,2.20000004768,2.20000004768,0.0,0.0,0.0,1.10000002384,171192320,25862144,94003200,71,2639425536,0,0,156,156,1,1,0,400602,0,1168,372286,0,272,0,56000
49376,202704437663320,2.20000004768,2.20000004768,0.0,0.0,0.0,0.0,171417600,25862144,94003200,71,2639454208,0,0,156,156,1,1,0,388252,0,1159,358492,0,263,0,56000
49402,202704943921343,0.0,2.20000004768,0.0,0.0,0.0,0.0,171425792,25862144,94064640,71,2639482880,0,0,156,156,1,1,0,449568,0,1203,420474,0,308,0,56000
49428,202705450659805,1.10000002384,1.10000002384,0.0,0.0,0.0,1.10000002384,171294720,25862144,94064640,71,2639511552,0,0,156,156,1,1,0,384232,0,1157,354322,0,260,0,56000
49453,202705956114724,2.09999990463,4.19999980927,0.0,0.0,0.0,1.10000002384,171163648,25862144,94121984,71,2639544320,0,0,156,156,1,1,0,377220,0,1149,348938,0,256,0,56000
49478,202706462653579,1.10000002384,5.30000019073,0.0,0.0,0.0,0.0,171327488,25862144,94121984,71,2639572992,0,0,156,156,1,1,0,404596,0,1171,374992,0,275,0,56000
49504,202706968863901,2.20000004768,2.20000004768,0.0,0.0,0.0,0.0,171388928,25862144,94183424,71,2639601664,0,0,156,156,1,1,0,438672,0,1195,409722,0,300,0,56000
49530,202707475434883,1.10000002384,3.29999995232,0.0,0.0,0.0,0.0,171552768,25862144,94183424,71,2639634432,0,0,156,156,1,1,0,382870,0,1156,354430,0,260,0,56000
49555,202707982043929,1.10000002384,3.29999995232,0.0,1.10000002384,0.0,0.0,171454464,25862144,94240768,71,2639663104,0,12288,156,156,1,1,0,404534,0,1170,375076,0,275,0,56000
49580,202708488691736,1.10000002384,3.29999995232,0.0,0.0,0.0,1.10000002384,171749376,25862144,94240768,71,2639691776,0,0,156,156,1,1,0,389680,0,1161,359834,0,264,0,56000
49606,202708994947036,1.10000002384,3.29999995232,0.0,0.0,0.0,1.10000002384,171581440,25862144,94302208,71,2639724544,0,0,156,156,1,1,0,434652,0,1193,405316,0,297,0,56000
49633,202709501458025,1.10000002384,4.30000019073,0.0,0.0,0.0,1.10000002384,171606016,25862144,94302208,70,2639753216,0,0,156,156,1,1,64,386880,1,1158,358702,0,264,0,56000
49659,202710008003655,1.10000002384,3.20000004768,0.0,0.0,0.0,1.10000002384,171737088,25862144,94359552,70,2639785984,0,0,156,156,1,1,0,387056,0,1159,357086,0,262,0,56000
49684,202710514463100,1.10000002384,3.29999995232,0.0,0.0,0.0,0.0,171642880,25862144,94359552,70,2639814656,0,0,156,156,1,1,0,405884,0,1171,376370,0,276,0,56000
49709,202711021187664,2.20000004768,4.30000019073,0.0,0.0,0.0,0.0,171479040,25862144,94420992,70,2639843328,0,0,156,156,1,1,0,427828,0,1189,398438,0,292,0,56000
49735,202711527790354,2.09999990463,4.19999980927,0.0,0.0,0.0,1.10000002384,171737088,25862144,94420992,70,2639872000,0,0,156,156,1,1,0,382796,0,1155,354430,0,260,0,56000
49761,202712033990968,1.10000002384,4.30000019073,0.0,0.0,0.0,1.10000002384,172060672,25862144,94478336,70,2639904768,0,0,156,156,1,1,0,399108,0,1165,369788,0,271,0,56000
49786,202712540440496,3.20000004768,3.20000004768,0.0,0.0,0.0,1.10000002384,171995136,25862144,94478336,70,2639933440,0,0,156,156,1,1,0,406024,0,1173,376370,0,276,0,56000
49812,202713046920335,2.09999990463,2.09999990463,0.0,0.0,0.0,5.19999980927,172126208,25862144,94539776,70,2639966208,0,12288,156,156,1,1,0,438650,0,1196,409498,0,300,0,56000
49837,202713553588467,1.0,4.0,0.0,0.0,0.0,7.0,171896832,25862144,94539776,70,2639998976,0,0,156,156,1,1,0,374632,0,1149,346162,0,254,0,56000
49863,202714059782655,5.40000009537,15.1999998093,0.0,0.0,0.0,1.79999995232,171798528,25862144,94597120,70,2640027648,0,0,156,156,1,1,0,406050,0,1172,376378,0,276,0,56000
49888,202714566793289,6.5,21.0,0.0,0.0,0.800000011921,1.60000002384,171798528,25862144,94597120,70,2640056320,0,0,156,156,1,1,0,404596,0,1171,374992,0,275,0,56000
49915,202715073386969,4.59999990463,13.8000001907,0.0,0.0,0.0,0.899999976158,171929600,25862144,94658560,70,2640089088,0,0,156,156,1,1,0,414286,0,1179,384646,0,282,0,56000
49940,202715579782161,1.10000002384,4.30000019073,0.0,0.0,0.0,0.0,172027904,25862144,94658560,70,2640117760,0,0,156,156,1,1,0,390978,0,1161,362670,0,266,0,56000
49965,202716086380242,3.09999990463,6.19999980927,0.0,0.0,0.0,0.0,171630592,25862144,94715904,70,2640146432,0,0,156,156,1,1,0,405960,0,1172,376408,0,276,0,56000
49992,202716593021973,1.10000002384,4.40000009537,0.0,0.0,0.0,0.0,171638784,25862144,94715904,70,2640179200,0,0,156,156,1,1,0,419668,0,1182,390136,0,286,0,56000
50018,202717099470244,0.0,8.30000019073,0.0,0.0,0.0,1.0,171868160,25862144,94777344,70,2640207872,0,0,156,156,1,1,0,408684,0,1174,379512,0,278,0,56000
50043,202717605918446,4.19999980927,3.20000004768,0.0,0.0,0.0,0.0,172290048,25862144,94777344,70,2640240640,0,0,156,156,1,1,0,377358,0,1151,349002,0,257,0,56000
50068,202718112845199,1.10000002384,0.0,0.0,0.0,0.0,0.0,172355584,25862144,94834688,70,2640269312,0,12288,156,156,1,1,0,401940,0,1170,372302,0,273,0,56000
50094,202718619372670,0.0,2.20000004768,0.0,0.0,0.0,0.0,172257280,25862144,94834688,70,2640297984,0,0,156,156,1,1,0,437308,0,1194,408070,0,299,0,56000
50120,202719126083964,1.10000002384,0.0,0.0,0.0,0.0,0.0,172093440,25862144,94896128,70,2640326656,0,0,156,156,1,1,0,393768,0,1164,364006,0,267,0,56000
50146,202719632697898,1.10000002384,1.10000002384,0.0,0.0,0.0,1.10000002384,172290048,25862144,94896128,70,2640355328,0,1789952,156,156,1,1,0,380170,0,1153,351524,0,258,0,56000
50171,202720139172011,1.10000002384,1.10000002384,0.0,0.0,0.0,0.0,172351488,25862144,94953472,70,2640384000,0,0,156,156,1,1,0,406034,0,1173,376528,0,276,0,56000
50197,202720645962853,0.0,0.0,0.0,0.0,0.0,0.0,172449792,25862144,94953472,70,2640416768,0,0,156,156,1,1,0,438574,0,1195,409396,0,300,0,56000
50222,202721152265366,1.10000002384,3.29999995232,0.0,0.0,0.0,0.0,171958272,25862144,95014912,70,2640445440,0,0,156,156,1,1,0,384308,0,1158,355846,0,261,0,56000
50248,202721658897948,2.09999990463,4.30000019073,0.0,0.0,0.0,0.0,172187648,25862144,95072256,70,2640478208,0,0,156,156,1,1,0,375944,0,1148,346388,0,254,0,56000
50273,202722165618530,3.20000004768,2.09999990463,0.0,0.0,1.10000002384,1.10000002384,172281856,25862144,95072256,70,2640506880,0,0,156,156,1,1,0,411548,0,1178,381920,0,280,0,56000
50299,202722672401621,0.0,5.40000009537,0.0,0.0,0.0,1.10000002384,172421120,25862144,95133696,70,2640535552,0,24576,156,156,1,1,0,460300,0,1210,431472,0,316,0,56000
50324,202723179315873,2.20000004768,2.20000004768,0.0,0.0,0.0,1.10000002384,172584960,25862144,95133696,70,2640564224,0,0,156,156,1,1,0,365240,0,1144,335148,0,246,0,56000
50350,202723685536741,2.09999990463,4.30000019073,0.0,0.0,0.0,1.10000002384,172548096,25862144,95191040,70,2640596992,0,0,156,156,1,1,0,389630,0,1159,359804,0,264,0,56000
50375,202724192138383,3.20000004768,3.20000004768,0.0,0.0,0.0,0.0,172711936,25862144,95191040,70,2640625664,0,0,156,156,1,1,0,396500,0,1166,368140,0,270,0,56000
50402,202724698790102,3.29999995232,3.29999995232,0.0,0.0,0.0,0.0,172548096,25862144,95252480,70,2640654336,0,0,156,156,1,1,0,468700,0,1218,441122,0,323,0,56000
50428,202725204811922,0.0,3.29999995232,0.0,0.0,0.0,0.0,172646400,25862144,95252480,70,2640687104,0,0,156,156,1,1,0,347394,0,1129,317412,0,234,0,56000
50453,202725711378225,1.10000002384,3.29999995232,0.0,0.0,0.0,0.0,172384256,25862144,95309824,70,2640715776,0,0,156,156,1,1,0,397714,0,1165,368084,0,270,0,56000
50478,202726218117176,3.20000004768,3.20000004768,0.0,0.0,0.0,0.0,172380160,25862144,95309824,70,2640744448,0,0,156,156,1,1,0,407322,0,1173,377786,0,277,0,56000
50505,202726724328964,1.10000002384,2.20000004768,0.0,0.0,0.0,1.10000002384,172609536,25862144,95371264,70,2640777216,0,0,156,156,1,1,0,457804,0,1210,429004,0,314,0,56000
50530,202727230810689,0.0,4.30000019073,0.0,0.0,0.0,0.0,172806144,25862144,95371264,70,2640805888,0,0,156,156,1,1,0,352842,0,1133,324188,0,238,0,56000
50555,202727737250999,1.10000002384,2.20000004768,0.0,0.0,0.0,0.0,173101056,25862144,95428608,70,2640834560,0,12288,156,156,1,1,0,389626,0,1160,359816,0,264,0,56000
50580,202728243766317,1.10000002384,4.30000019073,0.0,0.0,0.0,0.0,172707840,25862144,95428608,70,2640867328,0,0,156,156,1,1,0,405950,0,1172,376408,0,276,0,56000
50607,202728750202646,3.20000004768,5.30000019073,0.0,0.0,0.0,1.10000002384,172486656,25862144,95490048,70,2640896000,0,0,156,156,1,1,0,465780,0,1213,436972,0,320,0,56000
50632,202729256489164,0.0,2.20000004768,0.0,0.0,0.0,0.0,172711936,25862144,95490048,70,2640924672,0,0,156,156,1,1,0,365098,0,1142,336442,0,247,0,56000
50658,202729763003016,2.20000004768,3.20000004768,0.0,0.0,0.0,1.10000002384,172843008,25862144,95547392,70,2640957440,0,0,156,156,1,1,0,393726,0,1162,363948,0,267,0,56000
50683,202730269413992,2.20000004768,2.20000004768,0.0,0.0,0.0,1.10000002384,172740608,25862144,95547392,70,2640986112,0,0,156,156,1,1,0,410110,0,1176,380532,0,279,0,56000
50709,202730775798778,5.30000019073,3.20000004768,0.0,0.0,0.0,0.0,172773376,25862144,95604736,70,2641018880,0,0,156,156,1,1,0,438584,0,1195,410920,0,301,0,56000
50734,202731282444420,0.0,3.29999995232,0.0,0.0,0.0,0.0,172871680,25862144,95604736,70,2641047552,0,0,156,156,1,1,0,365164,0,1143,333778,42,246,1,56000
50760,202731789043199,0.0,3.29999995232,0.0,0.0,0.0,0.0,172969984,25862144,95666176,70,2641076224,0,0,156,156,1,1,0,385554,0,1156,357322,0,262,0,56000
50785,202732295299686,1.10000002384,3.29999995232,0.0,0.0,0.0,0.0,172773376,25862144,95666176,70,2641104896,0,0,156,156,1,1,0,408674,0,1174,379190,0,278,0,56000
50812,202732801863265,1.10000002384,2.20000004768,0.0,0.0,0.0,1.10000002384,172904448,25862144,95723520,70,2641137664,0,12288,156,156,1,1,0,445468,0,1201,418004,0,307,0,56000
50837,202733308197625,0.0,4.30000019073,0.0,0.0,0.0,0.0,172904448,25862144,95723520,70,2641166336,0,0,156,156,1,1,0,369176,0,1145,339164,0,249,0,56000
50863,202733814524792,2.20000004768,2.20000004768,0.0,0.0,0.0,0.0,173031424,25862144,95784960,70,2641199104,0,0,156,156,1,1,0,401972,0,1169,372244,0,273,0,56000
50888,202734321161844,1.10000002384,2.20000004768,0.0,0.0,0.0,1.10000002384,173232128,25862144,95784960,70,2641227776,0,667648,156,156,1,1,0,397778,0,1166,368102,0,270,0,56000
50915,202734827459397,2.20000004768,2.20000004768,0.0,0.0,0.0,0.0,173129728,25862144,95846400,70,2641256448,0,237568,156,156,1,1,0,440034,0,1196,412314,0,302,0,56000
50940,202735333720424,1.10000002384,2.20000004768,0.0,0.0,0.0,1.10000002384,173195264,25862144,95846400,70,2641289216,0,0,156,156,1,1,0,381442,0,1154,350224,0,257,0,56000
50965,202735839855876,2.20000004768,2.20000004768,0.0,0.0,0.0,0.0,173195264,25862144,95903744,70,2641317888,0,0,156,156,1,1,0,408554,0,1172,380468,0,279,0,56000
50990,202736346107823,4.0,7.09999990463,0.0,0.0,0.0,1.0,173359104,25862144,95903744,70,2641346560,0,0,156,156,1,1,0,389540,0,1159,359834,0,264,0,56000
51017,202736852542056,2.09999990463,5.30000019073,0.0,0.0,0.0,0.0,173228032,25862144,95965184,70,2641379328,0,0,156,156,1,1,0,435948,0,1193,408480,0,299,0,56000
51042,202737358847083,1.10000002384,1.10000002384,0.0,0.0,0.0,0.0,173158400,25862144,95965184,70,2641408000,0,0,156,156,1,1,0,385528,0,1157,354322,0,260,0,56000
51067,202737865415272,2.20000004768,3.20000004768,0.0,1.10000002384,0.0,1.10000002384,173158400,25862144,96022528,70,2641436672,0,24576,156,156,1,1,0,407324,0,1173,379118,0,278,0,56000
51093,202738371795378,4.19999980927,4.19999980927,0.0,0.0,0.0,0.0,173551616,25862144,96022528,70,2641465344,0,0,156,156,1,1,0,380080,0,1153,350252,0,257,0,56000
51119,202738878336119,2.09999990463,4.30000019073,0.0,0.0,0.0,1.10000002384,173486080,25862144,96083968,70,2641498112,0,0,156,156,1,1,0,430434,0,1188,402612,0,295,0,56000
51144,202739384336079,4.09999990463,4.09999990463,0.0,0.0,0.0,1.0,173191168,25862144,96083968,70,2641526784,0,0,156,156,1,1,0,390902,0,1160,359806,0,264,0,56000
51170,202739890850699,2.0,4.09999990463,0.0,0.0,0.0,4.09999990463,173318144,25862144,96141312,70,2641559552,0,0,156,156,1,1,0,388418,0,1160,359842,0,264,0,56000
51196,202740397007732,2.09999990463,1.10000002384,0.0,0.0,0.0,4.30000019073,173326336,25862144,96141312,70,2641588224,0,0,156,156,1,1,0,400436,0,1167,369480,0,271,0,56000
51222,202740903223571,2.09999990463,5.19999980927,0.0,0.0,0.0,3.09999990463,173391872,25862144,96198656,70,2641616896,0,0,156,156,1,1,0,429050,0,1188,402846,0,296,0,56000
51247,202741409649633,5.0,19.2999992371,0.0,0.0,0.0,1.70000004768,173654016,25862144,96198656,70,2641645568,0,0,156,156,1,1,0,386890,0,1158,357078,0,262,0,56000
51273,202741915792279,5.5,15.5,0.0,0.0,0.0,0.0,173551616,25862144,96260096,70,2641678336,0,0,156,156,1,1,0,407412,0,1173,376678,0,276,0,56000
51298,202742422209191,5.0,7.0,0.0,0.0,0.0,0.0,173551616,25862144,96260096,70,2641707008,0,0,156,156,1,1,0,394988,0,1163,366788,0,269,0,56000
51324,202742928710751,3.29999995232,2.20000004768,0.0,0.0,0.0,0.0,173322240,25862144,96317440,70,2641739776,0,12288,156,156,1,1,0,434440,0,1191,406730,0,298,0,56000
51349,202743435016546,2.09999990463,4.30000019073,0.0,0.0,0.0,0.0,173613056,25862144,96317440,70,2641768448,0,0,156,156,1,1,0,393692,0,1163,363968,0,267,0,56000
51375,202743941725604,1.10000002384,4.30000019073,0.0,0.0,0.0,1.10000002384,173678592,25862144,96378880,70,2641797120,0,0,156,156,1,1,0,404696,0,1171,375000,0,275,0,56000
51401,202744448155298,3.20000004768,4.19999980927,0.0,0.0,0.0,0.0,173875200,25862144,96378880,70,2641825792,0,0,156,156,1,1,0,384158,0,1156,354322,0,260,0,56000
51427,202744954835023,1.10000002384,2.20000004768,0.0,0.0,0.0,0.0,173416448,25862144,96440320,70,2641858560,0,0,156,156,1,1,0,422468,0,1185,394400,0,289,0,56000
51452,202745461505529,1.10000002384,2.20000004768,0.0,0.0,0.0,0.0,173711360,25862144,96440320,70,2641887232,0,0,156,156,1,1,0,390902,0,1160,361276,0,265,0,56000
51477,202745967760200,1.10000002384,1.10000002384,0.0,0.0,0.0,0.0,173969408,25862144,96497664,70,2641915904,0,0,156,156,1,1,0,397864,0,1167,368122,0,270,0,56000
51503,202746474531487,1.10000002384,1.10000002384,0.0,0.0,0.0,0.0,173973504,25862144,96497664,70,2641948672,0,0,156,156,1,1,0,416780,0,1179,387366,0,284,0,56000
51529,202746980807180,0.0,2.20000004768,0.0,0.0,0.0,0.0,174006272,25862144,96559104,70,2641977344,0,0,156,156,1,1,0,400536,0,1167,371274,0,272,0,56000
51554,202747487522664,1.10000002384,0.0,0.0,0.0,0.0,0.0,173940736,25862144,96559104,70,2642010112,0,0,156,156,1,1,0,399214,0,1168,370858,0,272,0,56000
51579,202747994017729,1.10000002384,1.10000002384,0.0,0.0,0.0,1.10000002384,173940736,25862144,96616448,70,2642038784,0,12288,156,156,1,1,0,397790,0,1166,368094,0,270,0,56000
51606,202748500874781,2.20000004768,1.10000002384,0.0,0.0,0.0,1.10000002384,173838336,25862144,96616448,70,2642067456,0,0,156,156,1,1,0,431902,0,1192,404102,0,296,0,56000
51632,202749007530900,2.09999990463,4.30000019073,0.0,0.0,0.0,0.0,174166016,25862144,96673792,70,2642100224,0,0,156,156,1,1,0,388220,0,1157,358510,0,264,0,56000
51657,202749513901089,3.29999995232,2.20000004768,0.0,0.0,0.0,0.0,173871104,25862144,96673792,70,2642128896,0,0,156,156,1,1,0,389540,0,1159,359834,0,264,0,56000
51683,202750020644509,1.10000002384,2.20000004768,0.0,0.0,0.0,1.10000002384,174260224,25862144,96735232,70,2642157568,0,0,156,156,1,1,0,419744,0,1183,390194,0,286,0,56000
51709,202750527366279,2.20000004768,2.20000004768,0.0,0.0,0.0,0.0,174161920,25862144,96735232,70,2642186240,0,0,156,156,1,1,0,433124,0,1191,405416,0,297,0,56000
51734,202751033667604,2.09999990463,4.19999980927,0.0,0.0,1.10000002384,0.0,174129152,25862144,96792576,70,2642219008,0,0,156,156,1,1,0,369130,0,1144,337750,0,248,0,56000
51759,202751540195843,2.20000004768,3.20000004768,0.0,0.0,0.0,1.10000002384,174129152,25862144,96792576,70,2642247680,0,0,156,156,1,1,0,404522,0,1170,376370,0,276,0,56000
51786,202752046611149,2.20000004768,3.20000004768,0.0,0.0,0.0,0.0,173998080,25862144,96854016,70,2642280448,0,0,156,156,1,1,0,403268,0,1169,373866,0,274,0,56000
51811,202752553586163,2.20000004768,2.20000004768,0.0,0.0,0.0,0.0,173903872,25862144,96854016,70,2642309120,0,0,156,156,1,1,0,452192,0,1205,424680,0,311,0,56000
51836,202753060137590,2.09999990463,4.30000019073,0.0,0.0,0.0,0.0,174489600,25862144,96911360,70,2642337792,0,12288,156,156,1,1,0,355642,0,1136,325404,0,239,0,56000
