# [0]SEQN, [1]Timestamp, [2]Temperature, [3]TS1Temperature, [4]TS2Temperature, [5]TempRange, [6]Voltage, [7]Current, [8]AverageCurrent, [9]CellVoltage1, [10]CellVoltage2, [11]CellVoltage3, [12]CellVoltage4, [13]PackVoltage, [14]AverageVoltage
85710,203348707510152,314.8,314.8,315.0,8,15.606,-2.328,-2.285,3.844,3.934,3.946,3.883,15.387,15.616
85771,203349707398196,314.8,314.8,315.0,8,15.614,-2.22,-2.281,3.845,3.935,3.949,3.885,15.384,15.616
85831,203350707459726,314.7,314.7,315.0,8,15.61,-2.265,-2.28,3.844,3.934,3.948,3.885,15.392,15.616
85892,203351712722686,314.7,314.7,315.0,8,15.613,-2.229,-2.276,3.846,3.935,3.948,3.884,15.393,15.615
85952,203352712837575,314.7,314.7,315.0,8,15.607,-2.301,-2.278,3.844,3.934,3.947,3.882,15.39,15.615
86013,203353716728223,314.7,314.7,315.0,8,15.61,-2.236,-2.275,3.845,3.934,3.948,3.884,15.392,15.615
86074,203354716288084,314.7,314.7,315.0,8,15.611,-2.241,-2.273,3.844,3.934,3.948,3.885,15.393,15.614
86134,203355713790420,314.7,314.7,315.0,8,15.601,-2.355,-2.278,3.844,3.932,3.945,3.881,15.316,15.613
86195,203356712102146,314.7,314.7,315.0,8,15.553,-2.759,-2.31,3.824,3.922,3.937,3.87,15.378,15.609
86255,203357714020547,314.7,314.7,315.0,8,15.606,-2.237,-2.305,3.843,3.934,3.947,3.883,15.388,15.609
86316,203358711036997,314.7,314.7,315.0,8,15.606,-2.255,-2.302,3.843,3.933,3.946,3.883,15.389,15.609
86377,203359707892673,314.7,314.7,315.0,8,15.597,-2.349,-2.305,3.842,3.931,3.945,3.879,15.318,15.608
86437,203360707563092,314.7,314.7,315.0,8,15.553,-2.705,-2.332,3.825,3.923,3.937,3.869,15.381,15.604
86498,203361707609187,314.7,314.7,315.0,8,15.601,-2.257,-2.327,3.841,3.932,3.946,3.882,15.38,15.604
86558,203362707089149,314.7,314.7,315.0,8,15.603,-2.248,-2.322,3.841,3.933,3.946,3.883,15.386,15.604
86619,203363707031390,314.7,314.7,315.0,8,15.603,-2.24,-2.316,3.841,3.932,3.947,3.883,15.388,15.604
86680,203364706896317,314.7,314.7,315.0,8,15.598,-2.276,-2.314,3.84,3.931,3.945,3.882,15.383,15.604
86740,203365706901276,314.7,314.7,315.0,8,15.603,-2.232,-2.308,3.842,3.932,3.946,3.883,15.386,15.604
86801,203366706877460,314.7,314.7,315.0,8,15.6,-2.257,-2.305,3.84,3.932,3.945,3.883,15.387,15.603
86861,203367706797422,314.7,314.7,315.0,8,15.599,-2.263,-2.302,3.841,3.932,3.945,3.881,15.378,15.603
86922,203368706586850,314.7,314.7,315.0,8,15.594,-2.285,-2.301,3.839,3.931,3.944,3.88,15.368,15.602
86983,203369706758800,314.7,314.7,315.0,8,15.588,-2.35,-2.304,3.837,3.928,3.944,3.88,15.372,15.602
87043,203370706550184,314.7,314.7,315.0,8,15.593,-2.3,-2.304,3.838,3.931,3.944,3.881,15.378,15.601
87104,203371706660254,314.7,314.7,315.0,8,15.548,-2.764,-2.334,3.824,3.92,3.937,3.867,15.305,15.597
87164,203372706563174,314.7,314.7,314.9,8,15.532,-2.828,-2.367,3.818,3.919,3.932,3.863,15.307,15.593
87207,203377706236666,314.6,314.6,314.9,8,15.533,-2.744,-2.479,3.819,3.92,3.933,3.862,15.3,15.576
87291,203384706146920,314.7,314.7,314.9,8,15.526,-2.717,-2.581,3.817,3.918,3.931,3.86,15.295,15.557
87398,203389705869790,314.6,314.6,314.9,8,15.504,-2.861,-2.645,3.81,3.914,3.927,3.854,15.261,15.544
87458,203390705964355,314.6,314.6,314.9,8,15.506,-2.835,-2.658,3.81,3.914,3.927,3.855,15.256,15.542
87519,203391705875727,314.6,314.6,314.9,8,15.507,-2.818,-2.669,3.81,3.914,3.927,3.855,15.254,15.539
87579,203392705842622,314.6,314.6,314.9,8,15.502,-2.847,-2.68,3.809,3.914,3.927,3.853,15.26,15.537
87640,203393705839898,314.6,314.6,314.9,8,15.502,-2.821,-2.69,3.808,3.914,3.926,3.854,15.259,15.535
87701,203394705820064,314.6,314.6,314.9,8,15.503,-2.802,-2.697,3.809,3.914,3.927,3.854,15.257,15.533
87761,203395707805651,314.6,314.6,314.9,8,15.518,-2.661,-2.695,3.814,3.917,3.929,3.859,15.324,15.532
87822,203396707642502,314.6,314.6,314.9,8,15.57,-2.157,-2.659,3.831,3.926,3.939,3.874,15.329,15.534
87882,203397707991918,314.6,314.6,314.9,8,15.554,-2.337,-2.638,3.826,3.923,3.936,3.869,15.257,15.535
87943,203398708048140,314.6,314.6,314.9,8,15.505,-2.814,-2.649,3.81,3.914,3.927,3.855,15.26,15.533
88023,203401705498724,314.6,314.6,314.9,8,15.507,-2.72,-2.675,3.811,3.915,3.927,3.856,15.27,15.528
88083,203402705340533,314.6,314.6,314.9,8,15.5,-2.782,-2.682,3.808,3.913,3.926,3.853,15.28,15.526
88144,203403705434749,314.6,314.6,314.9,8,15.504,-2.751,-2.687,3.809,3.914,3.926,3.856,15.271,15.524
88205,203404705436356,314.6,314.6,314.9,8,15.493,-2.827,-2.696,3.806,3.912,3.924,3.852,15.268,15.522
88223,203406705382927,314.6,314.6,314.9,8,15.489,-2.837,-2.714,3.805,3.911,3.923,3.85,15.27,15.518
88283,203407705212794,314.6,314.6,314.9,8,15.497,-2.76,-2.717,3.807,3.913,3.925,3.852,15.259,15.517
88343,203408705284172,314.6,314.6,314.8,8,15.491,-2.817,-2.723,3.806,3.911,3.924,3.851,15.257,15.515
88354,203410705232978,314.6,314.6,314.8,8,15.488,-2.817,-2.74,3.805,3.911,3.923,3.849,15.266,15.511
88415,203411705062076,314.6,314.6,314.8,8,15.495,-2.741,-2.74,3.807,3.912,3.924,3.852,15.257,15.51
88475,203412705182832,314.6,314.6,314.8,8,15.487,-2.805,-2.744,3.804,3.91,3.923,3.85,15.268,15.509
88536,203413705103353,314.6,314.6,314.8,8,15.494,-2.724,-2.743,3.807,3.912,3.924,3.852,15.26,15.508
88597,203414707069944,314.6,314.6,314.8,8,15.493,-2.73,-2.742,3.807,3.911,3.923,3.851,15.264,15.507
88657,203415707425366,314.6,314.6,314.8,8,15.49,-2.746,-2.742,3.806,3.911,3.923,3.851,15.271,15.506
88718,203416707252299,314.6,314.6,314.8,8,15.488,-2.768,-2.744,3.806,3.911,3.922,3.849,15.256,15.504
88778,203417707031112,314.6,314.6,314.8,8,15.488,-2.75,-2.744,3.806,3.911,3.922,3.85,15.268,15.503
88839,203418706255105,314.6,314.6,314.8,8,15.491,-2.729,-2.743,3.807,3.911,3.922,3.851,15.256,15.503
88900,203419706720318,314.6,314.6,314.8,8,15.488,-2.738,-2.743,3.807,3.911,3.921,3.849,15.253,15.502
88960,203420705876845,314.6,314.6,314.8,8,15.491,-2.715,-2.741,3.806,3.912,3.923,3.851,15.269,15.501
89021,203421705174521,314.5,314.5,314.8,8,15.487,-2.734,-2.741,3.805,3.911,3.922,3.85,15.258,15.5
89081,203422705150007,314.5,314.5,314.8,8,15.483,-2.788,-2.744,3.805,3.91,3.921,3.848,15.255,15.499
89142,203423705008928,314.5,314.5,314.8,8,15.479,-2.799,-2.747,3.803,3.909,3.921,3.846,15.262,15.498
89203,203424704973169,314.5,314.5,314.8,8,15.485,-2.735,-2.747,3.805,3.91,3.922,3.848,15.265,15.497
89263,203425704680324,314.5,314.5,314.8,8,15.484,-2.72,-2.745,3.804,3.91,3.921,3.849,15.26,15.496
89345,203436704251010,314.5,314.5,314.8,8,15.477,-2.732,-2.753,3.802,3.909,3.92,3.847,15.241,15.485
89426,203448704272941,314.5,314.5,314.7,8,15.462,-2.782,-2.754,3.798,3.906,3.917,3.842,15.229,15.476
89450,203459703405792,314.4,314.4,314.7,8,15.45,-2.803,-2.79,3.794,3.903,3.914,3.839,15.218,15.463
89510,203460703359976,314.4,314.4,314.7,8,15.449,-2.813,-2.791,3.793,3.903,3.914,3.839,15.223,15.462
89571,203461703337836,314.4,314.4,314.7,8,15.443,-2.863,-2.796,3.791,3.902,3.913,3.837,15.217,15.461
89631,203462703077608,314.4,314.4,314.7,8,15.44,-2.873,-2.801,3.791,3.901,3.913,3.835,15.215,15.459
89692,203463703182719,314.4,314.4,314.7,8,15.439,-2.868,-2.806,3.79,3.901,3.912,3.835,15.222,15.458
89753,203464703134668,314.4,314.4,314.7,8,15.442,-2.836,-2.808,3.791,3.902,3.913,3.836,15.215,15.457
89813,203465702870528,314.4,314.4,314.7,8,15.449,-2.738,-2.803,3.791,3.902,3.916,3.841,15.288,15.456
89874,203466703124681,314.4,314.4,314.7,8,15.512,-2.157,-2.76,3.815,3.915,3.926,3.857,15.295,15.46
89934,203467702941068,314.4,314.4,314.7,8,15.516,-2.159,-2.72,3.816,3.916,3.927,3.858,15.293,15.464
89995,203468703034166,314.4,314.4,314.6,8,15.518,-2.16,-2.683,3.817,3.916,3.927,3.859,15.295,15.467
90056,203469702994078,314.4,314.4,314.6,8,15.52,-2.158,-2.648,3.817,3.916,3.927,3.86,15.294,15.471
90116,203470702975430,314.4,314.4,314.7,8,15.52,-2.155,-2.615,3.817,3.917,3.927,3.86,15.299,15.474
90177,203471702830090,314.4,314.4,314.7,8,15.521,-2.161,-2.585,3.818,3.916,3.927,3.86,15.295,15.477
90237,203472702832954,314.4,314.4,314.7,8,15.521,-2.158,-2.557,3.818,3.917,3.927,3.86,15.299,15.48
90298,203473702819055,314.4,314.4,314.7,8,15.522,-2.154,-2.53,3.818,3.917,3.927,3.861,15.301,15.483
90359,203474702736922,314.4,314.4,314.6,8,15.523,-2.156,-2.505,3.819,3.917,3.928,3.86,15.301,15.486
90419,203475702767862,314.4,314.4,314.6,8,15.524,-2.158,-2.482,3.819,3.917,3.928,3.861,15.297,15.488
90480,203476702735106,314.4,314.4,314.6,8,15.525,-2.152,-2.46,3.819,3.917,3.928,3.861,15.3,15.491
90540,203477702611697,314.4,314.4,314.6,8,15.525,-2.156,-2.44,3.819,3.917,3.928,3.861,15.298,15.493
90601,203478702633906,314.4,314.4,314.6,8,15.524,-2.159,-2.421,3.819,3.917,3.928,3.861,15.3,15.495
90662,203479702441563,314.4,314.4,314.6,8,15.525,-2.157,-2.404,3.819,3.917,3.928,3.862,15.298,15.497
90722,203480702580408,314.4,314.4,314.6,8,15.525,-2.154,-2.387,3.819,3.917,3.928,3.861,15.302,15.499
90783,203481702543392,314.4,314.4,314.6,8,15.526,-2.159,-2.372,3.819,3.917,3.928,3.862,15.303,15.501
90843,203482702512941,314.4,314.4,314.6,8,15.524,-2.157,-2.358,3.818,3.917,3.928,3.862,15.304,15.502
90904,203483702456859,314.4,314.4,314.6,8,15.525,-2.153,-2.344,3.819,3.917,3.928,3.862,15.301,15.504
90965,203484702376821,314.4,314.4,314.6,8,15.526,-2.156,-2.332,3.819,3.917,3.928,3.862,15.304,15.505
91025,203485706021209,314.4,314.4,314.6,8,15.525,-2.157,-2.32,3.819,3.917,3.928,3.862,15.304,15.506
91086,203486705972739,314.4,314.4,314.6,8,15.525,-2.153,-2.309,3.819,3.917,3.928,3.862,15.303,15.508
91146,203487706124155,314.4,314.4,314.6,8,15.525,-2.163,-2.299,3.819,3.917,3.928,3.862,15.296,15.509
91207,203488705735348,314.4,314.4,314.6,8,15.524,-2.168,-2.291,3.818,3.917,3.928,3.862,15.3,15.51
91268,203489705870491,314.4,314.4,314.6,8,15.522,-2.188,-2.284,3.818,3.916,3.927,3.861,15.299,15.511
91328,203490705826561,314.4,314.4,314.6,8,15.524,-2.167,-2.276,3.818,3.917,3.928,3.862,15.304,15.512
91389,203491705827958,314.4,314.4,314.6,8,15.525,-2.156,-2.268,3.819,3.917,3.928,3.862,15.302,15.512
91449,203492705682339,314.4,314.4,314.6,8,15.525,-2.153,-2.26,3.819,3.917,3.928,3.862,15.305,15.513
91510,203493705680104,314.3,314.3,314.6,8,15.526,-2.151,-2.253,3.82,3.917,3.928,3.862,15.298,15.514
91571,203494709511527,314.3,314.3,314.6,8,15.522,-2.181,-2.248,3.818,3.916,3.927,3.861,15.3,15.515
91631,203495709685362,314.3,314.3,314.6,8,15.522,-2.185,-2.244,3.818,3.916,3.927,3.861,15.297,15.515
91692,203496709402505,314.3,314.3,314.6,8,15.525,-2.142,-2.237,3.819,3.917,3.928,3.862,15.303,15.516
91752,203497709253673,314.3,314.3,314.6,8,15.525,-2.156,-2.232,3.82,3.917,3.928,3.861,15.3,15.516
91813,203498708951121,314.3,314.3,314.6,8,15.523,-2.166,-2.228,3.819,3.916,3.927,3.861,15.304,15.517
91874,203499709515019,314.3,314.3,314.6,8,15.523,-2.156,-2.223,3.819,3.916,3.927,3.861,15.304,15.517
91934,203500706865171,314.3,314.3,314.6,8,15.524,-2.158,-2.219,3.82,3.916,3.927,3.861,15.302,15.518
91995,203501705547546,314.3,314.3,314.6,8,15.523,-2.164,-2.215,3.819,3.917,3.927,3.861,15.304,15.518
92055,203502705134295,314.3,314.3,314.6,8,15.522,-2.158,-2.211,3.819,3.916,3.926,3.861,15.304,15.518
92116,203503702249570,314.3,314.3,314.6,8,15.524,-2.154,-2.207,3.82,3.917,3.927,3.861,15.302,15.519
92177,203504703008745,314.3,314.3,314.5,8,15.522,-2.155,-2.204,3.82,3.916,3.927,3.86,15.301,15.519
92237,203505702264726,314.3,314.3,314.5,8,15.524,-2.156,-2.201,3.82,3.917,3.927,3.861,15.302,15.519
92298,203506702159755,314.3,314.3,314.5,8,15.524,-2.153,-2.198,3.82,3.917,3.927,3.861,15.304,15.52
92358,203507702175818,314.3,314.3,314.5,8,15.523,-2.155,-2.195,3.82,3.917,3.926,3.86,15.299,15.52
92419,203508702153050,314.3,314.3,314.5,8,15.522,-2.158,-2.192,3.819,3.917,3.927,3.86,15.301,15.52
92480,203509702127977,314.3,314.3,314.5,8,15.522,-2.157,-2.19,3.819,3.917,3.927,3.86,15.298,15.52
92540,203510701808663,314.3,314.3,314.5,8,15.522,-2.155,-2.188,3.819,3.917,3.927,3.86,15.298,15.52
92601,203511701807196,314.3,314.3,314.5,8,15.522,-2.162,-2.186,3.819,3.917,3.927,3.86,15.298,15.52
92661,203512701662974,314.3,314.3,314.5,8,15.521,-2.159,-2.184,3.818,3.916,3.926,3.86,15.299,15.52
92722,203513701324383,314.3,314.3,314.5,8,15.521,-2.155,-2.182,3.819,3.916,3.927,3.86,15.3,15.52
92783,203514701094047,314.3,314.3,314.5,8,15.52,-2.165,-2.181,3.819,3.916,3.926,3.86,15.298,15.52
92843,203515701288555,314.3,314.3,314.5,8,15.52,-2.163,-2.18,3.818,3.916,3.926,3.86,15.298,15.52
92904,203516701234288,314.3,314.3,314.5,8,15.521,-2.154,-2.178,3.818,3.917,3.926,3.86,15.301,15.52
92964,203517701204256,314.3,314.3,314.5,8,15.52,-2.157,-2.177,3.818,3.916,3.926,3.859,15.301,15.52
93025,203518701124707,314.3,314.3,314.5,8,15.519,-2.161,-2.176,3.818,3.916,3.926,3.859,15.3,15.52
93086,203519701084199,314.3,314.3,314.5,8,15.519,-2.159,-2.175,3.818,3.916,3.926,3.86,15.298,15.52
93146,203520701055355,314.3,314.3,314.5,8,15.52,-2.157,-2.173,3.818,3.916,3.926,3.86,15.301,15.52
93207,203521701087691,314.3,314.3,314.5,8,15.518,-2.168,-2.173,3.818,3.915,3.926,3.859,15.298,15.52
93267,203522703024320,314.3,314.3,314.5,8,15.514,-2.194,-2.174,3.816,3.915,3.925,3.858,15.298,15.52
93328,203523703316816,314.3,314.3,314.5,8,15.517,-2.168,-2.174,3.817,3.915,3.926,3.859,15.296,15.519
93389,203524703294257,314.3,314.3,314.5,8,15.519,-2.158,-2.173,3.818,3.916,3.926,3.859,15.301,15.519
93449,203525703299774,314.3,314.3,314.5,8,15.517,-2.16,-2.172,3.817,3.915,3.926,3.859,15.3,15.519
93510,203526702161920,314.3,314.3,314.5,8,15.518,-2.161,-2.171,3.817,3.916,3.926,3.859,15.295,15.519
93570,203527701192244,314.3,314.3,314.5,8,15.513,-2.188,-2.172,3.816,3.915,3.925,3.858,15.291,15.519
93631,203528701083431,314.3,314.3,314.5,8,15.512,-2.194,-2.174,3.815,3.915,3.925,3.858,15.292,15.518
93692,203529700687780,314.2,314.2,314.5,8,15.516,-2.158,-2.173,3.816,3.915,3.926,3.859,15.295,15.518
93752,203530700624993,314.2,314.2,314.4,8,15.513,-2.168,-2.173,3.815,3.915,3.925,3.858,15.297,15.518
93813,203531700679190,314.3,314.3,314.4,8,15.513,-2.169,-2.172,3.815,3.915,3.925,3.858,15.295,15.517
93873,203532700677304,314.3,314.3,314.4,8,15.514,-2.161,-2.172,3.815,3.915,3.926,3.859,15.297,15.517
93934,203533700369164,314.3,314.3,314.4,8,15.515,-2.158,-2.171,3.816,3.915,3.926,3.859,15.298,15.517
93995,203534700538250,314.3,314.3,314.4,8,15.513,-2.159,-2.17,3.815,3.914,3.925,3.858,15.299,15.517
94055,203535700475323,314.2,314.2,314.4,8,15.512,-2.159,-2.169,3.815,3.914,3.925,3.858,15.297,15.516
94116,203536700396123,314.2,314.2,314.4,8,15.512,-2.158,-2.168,3.815,3.914,3.925,3.858,15.297,15.516
94176,203537700578409,314.2,314.2,314.4,8,15.512,-2.159,-2.168,3.815,3.914,3.925,3.858,15.294,15.516
94237,203538700411349,314.2,314.2,314.4,8,15.512,-2.161,-2.167,3.815,3.914,3.925,3.858,15.295,15.516
94298,203539700374053,314.2,314.2,314.4,8,15.511,-2.159,-2.167,3.815,3.913,3.925,3.858,15.291,15.515
94358,203540700356803,314.2,314.2,314.4,8,15.511,-2.163,-2.167,3.815,3.914,3.925,3.858,15.292,15.515
94419,203541700298485,314.2,314.2,314.4,8,15.51,-2.165,-2.166,3.815,3.913,3.924,3.858,15.291,15.515
94479,203542700278930,314.2,314.2,314.4,8,15.51,-2.162,-2.166,3.815,3.914,3.925,3.858,15.291,15.514
94540,203543700274390,314.2,314.2,314.4,8,15.51,-2.159,-2.166,3.816,3.914,3.924,3.857,15.289,15.514
94601,203544700193723,314.2,314.2,314.4,8,15.51,-2.157,-2.165,3.815,3.914,3.924,3.857,15.292,15.514
94661,203545700092035,314.2,314.2,314.4,8,15.509,-2.16,-2.165,3.815,3.913,3.924,3.857,15.291,15.514
94722,203546700150073,314.2,314.2,314.4,8,15.51,-2.155,-2.164,3.815,3.914,3.924,3.857,15.292,15.513
94782,203547700019330,314.2,314.2,314.4,8,15.509,-2.155,-2.164,3.815,3.913,3.924,3.857,15.286,15.513
94843,203548702043400,314.2,314.2,314.4,8,15.508,-2.159,-2.163,3.814,3.913,3.924,3.857,15.288,15.513
94904,203549702039210,314.2,314.2,314.4,8,15.508,-2.159,-2.163,3.815,3.913,3.923,3.857,15.283,15.512
94964,203550701654524,314.2,314.2,314.4,8,15.507,-2.156,-2.162,3.814,3.914,3.924,3.856,15.286,15.512
95025,203551700148746,314.2,314.2,314.4,8,15.507,-2.16,-2.162,3.814,3.913,3.924,3.856,15.28,15.512
95085,203552699855063,314.2,314.2,314.4,8,15.506,-2.158,-2.162,3.814,3.913,3.924,3.855,15.283,15.511
95146,203553699886911,314.2,314.2,314.4,8,15.506,-2.154,-2.161,3.814,3.913,3.924,3.856,15.282,15.511
95207,203554699849546,314.2,314.2,314.4,8,15.503,-2.188,-2.163,3.813,3.913,3.923,3.854,15.276,15.51
95267,203555699671730,314.2,314.2,314.4,8,15.503,-2.178,-2.164,3.813,3.913,3.923,3.854,15.273,15.51
95328,203556699702600,314.2,314.2,314.3,8,15.506,-2.154,-2.164,3.814,3.914,3.924,3.855,15.276,15.51
95388,203557699707349,314.2,314.2,314.3,8,15.505,-2.157,-2.163,3.814,3.913,3.923,3.855,15.274,15.509
95449,203558699667819,314.2,314.2,314.3,8,15.505,-2.161,-2.163,3.814,3.913,3.923,3.855,15.274,15.509
95510,203559699551184,314.2,314.2,314.3,8,15.501,-2.185,-2.164,3.813,3.912,3.923,3.853,15.269,15.509
95570,203560699486232,314.2,314.2,314.3,8,15.502,-2.187,-2.166,3.813,3.912,3.923,3.854,15.271,15.508
95631,203561699528136,314.2,314.2,314.3,8,15.502,-2.175,-2.167,3.813,3.913,3.923,3.854,15.268,15.508
95691,203562699532816,314.2,314.2,314.3,8,15.502,-2.168,-2.167,3.813,3.913,3.923,3.854,15.271,15.507
95752,203563699335724,314.2,314.2,314.3,8,15.503,-2.159,-2.166,3.813,3.912,3.923,3.854,15.268,15.507
95813,203564699333838,314.2,314.2,314.3,8,15.503,-2.155,-2.165,3.813,3.912,3.923,3.855,15.268,15.507
95873,203565699418136,314.2,314.2,314.3,8,15.503,-2.161,-2.165,3.813,3.912,3.923,3.855,15.265,15.506
95934,203566699329787,314.2,314.2,314.3,8,15.502,-2.159,-2.165,3.813,3.912,3.923,3.854,15.264,15.506
95994,203567701336188,314.2,314.2,314.3,8,15.501,-2.159,-2.164,3.812,3.912,3.923,3.854,15.259,15.506
96055,203568701187216,314.2,314.2,314.3,8,15.5,-2.167,-2.165,3.812,3.912,3.923,3.854,15.26,15.505
96116,203569701560448,314.2,314.2,314.3,8,15.501,-2.16,-2.164,3.812,3.912,3.923,3.854,15.263,15.505
96176,203570701502131,314.2,314.2,314.3,8,15.501,-2.156,-2.164,3.812,3.912,3.923,3.854,15.262,15.505
96237,203571701488093,314.2,314.2,314.3,8,15.499,-2.165,-2.164,3.811,3.912,3.923,3.854,15.261,15.504
96297,203572701213826,314.2,314.2,314.3,8,15.499,-2.162,-2.164,3.811,3.912,3.923,3.854,15.262,15.504
96358,203573701137350,314.2,314.2,314.3,8,15.5,-2.155,-2.163,3.811,3.912,3.923,3.854,15.261,15.504
96419,203574701548855,314.2,314.2,314.3,8,15.499,-2.159,-2.163,3.811,3.912,3.923,3.854,15.261,15.504
96479,203575701307343,314.2,314.2,314.3,8,15.498,-2.164,-2.163,3.811,3.911,3.922,3.854,15.255,15.503
96540,203576701352740,314.1,314.1,314.3,8,15.498,-2.16,-2.163,3.811,3.912,3.923,3.853,15.258,15.503
96600,203577701428797,314.1,314.1,314.3,8,15.497,-2.159,-2.162,3.811,3.911,3.922,3.854,15.256,15.502
96661,203578701218855,314.1,314.1,314.3,8,15.497,-2.165,-2.163,3.81,3.911,3.923,3.853,15.258,15.502
96721,203579699183540,314.1,314.1,314.3,8,15.497,-2.162,-2.163,3.81,3.911,3.922,3.853,15.253,15.502
96781,203580699187032,314.1,314.1,314.3,8,15.496,-2.158,-2.162,3.81,3.911,3.922,3.853,15.258,15.501
96842,203581699097496,314.1,314.1,314.3,8,15.494,-2.165,-2.162,3.81,3.911,3.922,3.853,15.259,15.501
96902,203582698837057,314.1,314.1,314.3,8,15.494,-2.166,-2.163,3.809,3.911,3.922,3.853,15.259,15.5
96963,203583698826023,314.1,314.1,314.2,8,15.494,-2.16,-2.163,3.81,3.911,3.922,3.853,15.256,15.5
97024,203584698467178,314.1,314.1,314.3,8,15.493,-2.16,-2.162,3.809,3.91,3.922,3.853,15.257,15.5
97084,203585698675165,314.1,314.1,314.3,8,15.492,-2.161,-2.162,3.809,3.91,3.921,3.852,15.259,15.499
97145,203586698599667,314.1,314.1,314.3,8,15.491,-2.181,-2.164,3.808,3.91,3.921,3.852,15.253,15.498
97205,203587698542886,314.1,314.1,314.2,8,15.491,-2.174,-2.164,3.809,3.91,3.92,3.852,15.252,15.498
97266,203588698485197,314.1,314.1,314.2,8,15.492,-2.16,-2.164,3.809,3.91,3.922,3.852,15.254,15.498
97327,203589698450277,314.1,314.1,314.2,8,15.492,-2.159,-2.164,3.809,3.91,3.921,3.852,15.253,15.497
97387,203590698309965,314.1,314.1,314.2,8,15.492,-2.155,-2.163,3.809,3.91,3.921,3.852,15.254,15.497
97448,203591698248505,314.1,314.1,314.2,8,15.489,-2.182,-2.164,3.809,3.909,3.92,3.851,15.247,15.496
97508,203592698391121,314.1,314.1,314.2,8,15.486,-2.198,-2.167,3.807,3.909,3.92,3.851,15.254,15.496
97569,203593698345026,314.1,314.1,314.2,8,15.489,-2.161,-2.166,3.809,3.909,3.92,3.851,15.258,15.495
97630,203594698324562,314.1,314.1,314.2,8,15.489,-2.168,-2.166,3.809,3.909,3.92,3.851,15.255,15.495
97690,203595698258074,314.1,314.1,314.2,8,15.487,-2.171,-2.167,3.808,3.909,3.92,3.85,15.253,15.494
97751,203596698248366,314.1,314.1,314.2,8,15.488,-2.157,-2.166,3.809,3.909,3.92,3.851,15.256,15.494
97811,203597698226785,314.1,314.1,314.2,8,15.488,-2.157,-2.165,3.809,3.909,3.92,3.851,15.255,15.493
97872,203598698207928,314.1,314.1,314.2,8,15.487,-2.162,-2.165,3.808,3.909,3.92,3.85,15.254,15.493
97933,203599698167559,314.1,314.1,314.2,8,15.486,-2.159,-2.165,3.808,3.909,3.919,3.85,15.252,15.493
97993,203600698135083,314.1,314.1,314.2,8,15.488,-2.156,-2.164,3.808,3.909,3.92,3.85,15.253,15.492
98054,203601698103585,314.1,314.1,314.2,8,15.487,-2.161,-2.164,3.809,3.909,3.92,3.85,15.253,15.492
98114,203602697934290,314.1,314.1,314.2,8,15.485,-2.164,-2.164,3.807,3.909,3.92,3.85,15.253,15.491
98175,203603697986671,314.1,314.1,314.2,8,15.487,-2.155,-2.163,3.808,3.909,3.92,3.85,15.251,15.491
98236,203604697991559,314.0,314.0,314.2,8,15.486,-2.159,-2.163,3.808,3.909,3.92,3.85,15.253,15.491
98297,203605700090220,314.0,314.0,314.2,8,15.484,-2.161,-2.163,3.808,3.909,3.919,3.849,15.253,15.49
98358,203606699909122,314.0,314.0,314.2,8,15.484,-2.157,-2.163,3.807,3.908,3.919,3.849,15.251,15.49
98418,203607699748766,314.0,314.0,314.2,8,15.484,-2.158,-2.162,3.808,3.909,3.919,3.849,15.251,15.49
98479,203608699847033,314.0,314.0,314.2,8,15.483,-2.162,-2.162,3.807,3.909,3.919,3.849,15.249,15.489
98540,203609700159573,314.0,314.0,314.2,8,15.483,-2.159,-2.162,3.808,3.909,3.919,3.848,15.251,15.489
98599,203610698030950,314.0,314.0,314.2,8,15.483,-2.156,-2.162,3.807,3.908,3.919,3.849,15.248,15.488
98660,203611697958385,314.0,314.0,314.2,8,15.482,-2.162,-2.162,3.807,3.909,3.919,3.848,15.248,15.488
98720,203612697936455,314.0,314.0,314.2,8,15.482,-2.161,-2.162,3.806,3.908,3.919,3.849,15.248,15.487
98781,203613697645287,314.0,314.0,314.2,8,15.482,-2.156,-2.161,3.807,3.908,3.919,3.848,15.251,15.487
98842,203614697591718,314.0,314.0,314.2,8,15.481,-2.158,-2.161,3.807,3.908,3.919,3.848,15.25,15.487
98902,203615697533261,314.0,314.0,314.1,8,15.481,-2.161,-2.161,3.807,3.908,3.919,3.848,15.25,15.486
98963,203616697516290,314.0,314.0,314.1,8,15.482,-2.158,-2.161,3.806,3.908,3.919,3.848,15.252,15.486
99023,203617697218137,314.0,314.0,314.1,8,15.481,-2.158,-2.161,3.807,3.908,3.919,3.848,15.25,15.486
99084,203618697401331,314.0,314.0,314.1,8,15.48,-2.168,-2.161,3.806,3.908,3.919,3.848,15.248,15.485
99145,203619697384639,314.0,314.0,314.1,8,15.477,-2.189,-2.163,3.805,3.907,3.918,3.847,15.247,15.485
99205,203620697133141,314.0,314.0,314.1,8,15.478,-2.174,-2.164,3.805,3.907,3.919,3.847,15.247,15.484
99266,203621697109883,314.0,314.0,314.1,8,15.478,-2.165,-2.164,3.805,3.907,3.919,3.847,15.247,15.484
99326,203622697248030,314.0,314.0,314.1,8,15.477,-2.17,-2.164,3.805,3.907,3.918,3.848,15.249,15.483
99387,203623697187198,314.0,314.0,314.1,8,15.477,-2.162,-2.164,3.805,3.907,3.919,3.847,15.244,15.483
