# L-11 Launch (Up to date)
# 3480 data points written for 54 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (24.3 m/s).
#
# Time (s),Altitude (km),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position upwind (km),Position parallel to wind (km),Lateral distance (km),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (kg),Propellant mass (kg),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (m),CG location (m),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (m),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
18.606,3.7311,103.67,-11.249,104.02,11.25,0.18856,0.0111,0.18889,3.3688,8.4307,0.064654,43.8,-120.6,9.7894,0.31034,0.026329,-0.0025453,0.0018399,27.09,0,34.753,0.11857,2.7072,2.2947,2.953,0.32642,16297719,0,39.37,0.64668,0.64687,0.37537,0.13746,0.13385,0.062541,0.18512,-5.8466e-4,0,-2.2447e-4,0.013491,0.013716,-2.7317e-4,0.010927,0.1397,153.28,82.365,2.331,NaN,-18.281,531.76,320.22,0.01,2.8606
18.616,3.7322,103.56,-11.248,103.9,11.249,0.18864,0.011105,0.18897,3.369,8.4301,0.045292,43.8,-120.6,9.7894,0.35316,0.026303,-0.0024928,0.0018065,27.09,0,34.753,0.11857,2.7056,2.2947,2.9415,0.32605,16277341,0,39.276,0.64665,0.6469,0.37538,0.13745,0.13382,0.071314,0.2099,-1.9704e-4,0,-2.2593e-4,0.013491,0.013717,-2.6262e-4,0.010915,0.1397,153.28,82.356,2.3801,NaN,-18.288,531.68,320.22,0.01,2.8614
18.626,3.7332,103.45,-11.248,103.79,11.248,0.18873,0.01111,0.18906,3.3691,8.4298,0.0263,43.8,-120.6,9.7894,0.3957,0.026277,-0.0024245,0.0017818,27.09,0,34.753,0.11857,2.704,2.2947,2.9301,0.32567,16256978,0,39.182,0.64662,0.64693,0.37539,0.13744,0.13379,0.080067,0.23474,-4.138e-4,0,-2.2734e-4,0.01349,0.013717,-2.4902e-4,0.010903,0.1397,153.28,82.347,2.4292,NaN,-18.294,531.61,320.21,0.01,2.8659
18.636,3.7342,103.34,-11.247,103.68,11.247,0.18881,0.011116,0.18914,3.3693,8.4296,0.0090985,43.8,-120.6,9.7894,0.43792,0.026251,-0.0023427,0.0017632,27.09,0,34.753,0.11857,2.7024,2.2947,2.9189,0.3253,16236630,0,39.089,0.64658,0.64696,0.3754,0.13742,0.13376,0.088789,0.25961,5.3391e-5,0,-2.287e-4,0.013489,0.013718,-2.3303e-4,0.010892,0.1397,153.28,82.338,2.4783,NaN,-18.301,531.54,320.21,0.01,2.8669
18.646,3.7353,103.22,-11.246,103.57,11.246,0.1889,0.011121,0.18922,3.3694,8.4296,0.014282,43.8,-120.6,9.7894,0.47978,0.026225,-0.0022487,0.001749,27.09,0,34.753,0.11857,2.7009,2.2947,2.9077,0.32492,16216299,0,38.996,0.64655,0.647,0.37541,0.13741,0.13372,0.09747,0.28379,2.9194e-4,0,-2.3001e-4,0.013488,0.013718,-2.1521e-4,0.01088,0.1397,153.28,82.33,2.5273,NaN,-18.308,531.47,320.2,0.01,2.8679
18.656,3.7363,103.11,-11.244,103.46,11.244,0.18898,0.011127,0.18931,3.3696,8.4298,0.024109,43.8,-120.6,9.7894,0.50218,0.026199,-0.00215,0.0017315,27.09,0,34.753,0.11857,2.7,2.2947,2.9018,0.32456,16196662,0,38.905,0.64652,0.64701,0.37542,0.1374,0.13369,0.10213,0.29618,-2.4794e-4,0,-2.3075e-4,0.013487,0.013718,-1.9718e-4,0.010868,0.1397,153.28,82.323,2.5762,NaN,-18.315,531.39,320.2,0.01,2.8688
18.666,3.7373,103,-11.241,103.34,11.241,0.18906,0.011132,0.18939,3.3698,8.4301,0.029232,43.8,-120.6,9.7894,0.51276,0.026173,-0.0020509,0.0017121,27.09,0,34.753,0.11857,2.6997,2.2947,2.899,0.32421,16177444,0,38.815,0.64649,0.647,0.37543,0.13739,0.13366,0.10433,0.30238,1.632e-4,0,-2.3117e-4,0.013487,0.013718,-1.7981e-4,0.010856,0.1397,153.28,82.315,2.6251,NaN,-18.321,531.32,320.2,0.01,2.8697
18.676,3.7384,102.89,-11.238,103.23,11.238,0.18915,0.011138,0.18948,3.3699,8.4304,0.034164,43.8,-120.6,9.7894,0.52295,0.026147,-0.0019489,0.0016946,27.09,0,34.753,0.11857,2.6993,2.2947,2.8963,0.32386,16158235,0,38.725,0.64645,0.64699,0.37544,0.13738,0.13364,0.10646,0.30893,-1.2382e-4,0,-2.316e-4,0.013486,0.013718,-1.6273e-4,0.010844,0.1397,153.28,82.309,2.6737,NaN,-18.328,531.25,320.19,0.01,2.8705
18.686,3.7394,102.77,-11.236,103.12,11.236,0.18923,0.011143,0.18956,3.3701,8.4307,0.038903,43.8,-120.6,9.7893,0.53275,0.026121,-0.0018439,0.0016786,27.09,0,34.753,0.11857,2.6989,2.2947,2.8937,0.32351,16139037,0,38.635,0.64642,0.64698,0.37545,0.13737,0.13361,0.1085,0.3146,-5.5835e-5,0,-2.3203e-4,0.013485,0.013717,-1.4598e-4,0.010833,0.1397,153.28,82.302,2.7222,NaN,-18.335,531.18,320.19,0.01,2.8714
18.696,3.7404,102.66,-11.233,103.01,11.233,0.18932,0.011149,0.18965,3.3702,8.4311,0.043447,43.8,-120.6,9.7893,0.54215,0.026095,-0.0017365,0.0016642,27.09,0,34.753,0.11857,2.6986,2.2947,2.8912,0.32316,1.612e7,0,38.545,0.64639,0.64697,0.37545,0.13736,0.13358,0.11046,0.31957,-4.9285e-4,0,-2.3247e-4,0.013485,0.013717,-1.2975e-4,0.010821,0.1397,153.28,82.296,2.7704,NaN,-18.341,531.11,320.18,0.01,2.8723
18.706,3.7415,102.55,-11.229,102.9,11.229,0.1894,0.011154,0.18973,3.3704,8.4314,0.043933,43.8,-120.6,9.7893,0.54118,0.026069,-0.0016314,0.0016472,27.09,0,34.753,0.11857,2.6986,2.2947,2.8914,0.32281,16101023,0,38.456,0.64636,0.64694,0.37546,0.13735,0.13355,0.11026,0.3188,2.9948e-4,0,-2.3264e-4,0.013484,0.013716,-1.1477e-4,0.010809,0.1397,153.28,82.291,2.8184,NaN,-18.348,531.03,320.18,0.01,2.8731
18.716,3.7425,102.44,-11.225,102.78,11.226,0.18949,0.01116,0.18981,3.3706,8.4318,0.042273,43.8,-120.6,9.7893,0.53388,0.026044,-0.0015305,0.0016283,27.09,0,34.753,0.11857,2.6989,2.2947,2.8933,0.32247,16082422,0,38.367,0.64633,0.64689,0.37547,0.13734,0.13352,0.10873,0.31492,3.4334e-4,0,-2.3267e-4,0.013483,0.013716,-1.0124e-4,0.010797,0.1397,153.28,82.285,2.8661,NaN,-18.355,530.96,320.18,0.01,2.874
18.726,3.7435,102.33,-11.222,102.67,11.222,0.18957,0.011165,0.1899,3.3707,8.4321,0.040935,43.8,-120.6,9.7893,0.52624,0.026018,-0.001432,0.0016101,27.09,0,34.753,0.11857,2.6991,2.2947,2.8953,0.32213,16063831,0,38.278,0.6463,0.64685,0.37548,0.13733,0.13349,0.10714,0.31012,1.4868e-4,0,-2.3272e-4,0.013482,0.013715,-8.8808e-5,0.010786,0.1397,153.28,82.281,2.9135,NaN,-18.361,530.89,320.17,0.01,2.8748
18.736,3.7445,102.21,-11.218,102.56,11.218,0.18965,0.011171,0.18998,3.3709,8.4324,0.039995,43.8,-120.6,9.7893,0.51827,0.025992,-0.0013358,0.0015925,27.09,0,34.753,0.11857,2.6994,2.2947,2.8973,0.32179,16045250,0,38.19,0.64627,0.6468,0.37549,0.13732,0.13346,0.10547,0.30595,-1.6025e-5,0,-2.328e-4,0.013482,0.013714,-7.745e-5,0.010774,0.1397,153.28,82.276,2.9606,NaN,-18.368,530.82,320.17,0.01,2.8757
18.746,3.7455,102.1,-11.214,102.45,11.214,0.18974,0.011176,0.19007,3.3711,8.4327,0.039526,43.8,-120.6,9.7893,0.50997,0.025966,-0.0012423,0.0015755,27.09,0,34.753,0.11857,2.6997,2.2947,2.8995,0.32145,16026680,0,38.101,0.64624,0.64675,0.3755,0.13731,0.13343,0.10374,0.30091,3.3284e-5,0,-2.329e-4,0.013481,0.013714,-6.7121e-5,0.010762,0.1397,153.28,82.273,3.0072,NaN,-18.375,530.75,320.16,0.01,2.8765
18.756,3.7466,101.99,-11.21,102.34,11.21,0.18982,0.011182,0.19015,3.3712,8.4329,0.039517,43.8,-120.6,9.7893,0.50097,0.02594,-0.0011516,0.0015591,27.09,0,34.753,0.11857,2.7,2.2947,2.9018,0.32111,16008135,0,38.013,0.64621,0.64671,0.3755,0.1373,0.1334,0.10186,0.29542,-4.9249e-4,0,-2.3302e-4,0.01348,0.013713,-5.7804e-5,0.01075,0.1397,153.28,82.269,3.0534,NaN,-18.381,530.67,320.16,0.01,2.8773
18.766,3.7476,101.88,-11.206,102.23,11.206,0.18991,0.011187,0.19024,3.3714,8.433,0.040099,43.8,-120.6,9.7893,0.49144,0.025915,-0.001064,0.001543,27.09,0,34.753,0.11857,2.7004,2.2947,2.9043,0.32077,1.599e7,0,37.925,0.64618,0.64666,0.37551,0.13729,0.13338,0.099879,0.29054,2.5534e-5,0,-2.3314e-4,0.01348,0.013713,-4.945e-5,0.010739,0.1397,153.28,82.266,3.0992,NaN,-18.388,530.6,320.16,0.01,2.8786
18.776,3.7486,101.76,-11.202,102.11,11.202,0.18999,0.011193,0.19032,3.3716,8.4331,0.041341,43.8,-120.6,9.7893,0.48164,0.025889,-9.7956e-4,0.0015276,27.09,0,34.753,0.11857,2.7008,2.2947,2.9069,0.32044,15971094,0,37.837,0.64615,0.64661,0.37552,0.13728,0.13335,0.097839,0.28444,-1.6809e-4,0,-2.3329e-4,0.013479,0.013712,-4.2004e-5,0.010727,0.1397,153.28,82.264,3.1445,NaN,-18.394,530.53,320.15,0.01,2.8794
18.786,3.7496,101.65,-11.198,102,11.198,0.19007,0.011198,0.1904,3.3717,8.4332,0.043225,43.8,-120.6,9.7893,0.47158,0.025864,-8.9839e-4,0.0015129,27.09,0,34.753,0.11857,2.7011,2.2947,2.9095,0.3201,15952589,0,37.749,0.64612,0.64656,0.37553,0.13727,0.13332,0.095749,0.27888,-3.3246e-4,0,-2.3346e-4,0.013478,0.013712,-3.5407e-5,0.010715,0.1397,153.28,82.261,3.1892,NaN,-18.401,530.46,320.15,0.01,2.8802
18.796,3.7506,101.54,-11.194,101.89,11.194,0.19016,0.011204,0.19049,3.3719,8.4332,0.045707,43.8,-120.6,9.7893,0.46129,0.025838,-8.2053e-4,0.0014987,27.09,0,34.753,0.11857,2.7015,2.2947,2.9122,0.31976,15934095,0,37.661,0.64609,0.64651,0.37554,0.13726,0.13329,0.093613,0.27237,3.596e-4,0,-2.3365e-4,0.013477,0.013711,-2.9598e-5,0.010703,0.1397,153.28,82.259,3.2334,NaN,-18.408,530.39,320.14,0.01,2.881
18.806,3.7517,101.43,-11.191,101.78,11.191,0.19024,0.011209,0.19057,3.3721,8.4331,0.047547,43.8,-120.6,9.7893,0.46838,0.025813,-7.2799e-4,0.0014938,27.09,0,34.753,0.11857,2.7012,2.2947,2.9103,0.31941,15914958,0,37.572,0.64606,0.64649,0.37555,0.13725,0.13326,0.095084,0.27725,-5.5409e-4,0,-2.3438e-4,0.013477,0.013711,-2.3351e-5,0.010692,0.1397,153.28,82.258,3.277,NaN,-18.414,530.32,320.14,0.01,2.8818
18.816,3.7527,101.32,-11.189,101.67,11.189,0.19033,0.011215,0.19066,3.3722,8.4332,0.049666,43.8,-120.6,9.7893,0.48568,0.025787,-6.2209e-4,0.0014945,27.09,0,34.753,0.11857,2.7006,2.2947,2.9057,0.31905,15895440,0,37.483,0.64603,0.64649,0.37555,0.13724,0.13323,0.098675,0.28692,-5.9448e-4,0,-2.3539e-4,0.013476,0.013711,-1.709e-5,0.01068,0.1397,153.28,82.257,3.3199,NaN,-18.421,530.25,320.14,0.01,2.8826
18.826,3.7537,101.2,-11.187,101.56,11.187,0.19041,0.01122,0.19074,3.3724,8.4333,0.052687,43.8,-120.6,9.7893,0.50258,0.025761,-5.127e-4,0.001495,27.09,0,34.753,0.11857,2.7,2.2947,2.9012,0.31869,15875933,0,37.393,0.646,0.6465,0.37556,0.13723,0.1332,0.10219,0.29605,3.0354e-4,0,-2.3638e-4,0.013475,0.013712,-1.1635e-5,0.010668,0.1397,153.28,82.256,3.3623,NaN,-18.427,530.17,320.13,0.01,2.8835
18.836,3.7547,101.09,-11.184,101.44,11.184,0.1905,0.011226,0.19083,3.3726,8.4334,0.056391,43.8,-120.6,9.7893,0.51908,0.025736,-3.9991e-4,0.0014955,27.09,0,34.753,0.11857,2.6994,2.2947,2.8968,0.31833,15856436,0,37.304,0.64597,0.6465,0.37557,0.13722,0.13317,0.10563,0.30592,-7.871e-5,0,-2.3735e-4,0.013474,0.013712,-7.0947e-6,0.010656,0.1397,153.28,82.256,3.4039,NaN,-18.434,530.1,320.13,0.01,2.8844
18.846,3.7557,100.98,-11.182,101.33,11.182,0.19058,0.011232,0.19091,3.3728,8.4337,0.060579,43.8,-120.6,9.7893,0.53515,0.02571,-2.8375e-4,0.0014958,27.09,0,34.753,0.11857,2.6988,2.2947,2.8926,0.31797,15836951,0,37.215,0.64593,0.6465,0.37558,0.13721,0.13314,0.10898,0.3156,-3.1044e-4,0,-2.383e-4,0.013474,0.013712,-3.5801e-6,0.010645,0.1397,153.28,82.256,3.4449,NaN,-18.441,530.03,320.12,0.01,2.8854
18.856,3.7567,100.87,-11.178,101.22,11.178,0.19066,0.011237,0.19099,3.3729,8.434,0.060433,43.8,-120.6,9.7893,0.52595,0.025684,-1.8706e-4,0.001493,27.09,0,34.753,0.11857,2.6991,2.2947,2.895,0.31763,15818384,0,37.128,0.6459,0.64645,0.37559,0.1372,0.13312,0.10706,0.31003,-1.075e-5,0,-2.385e-4,0.013473,0.013712,-1.5593e-6,0.010633,0.1397,153.28,82.256,3.4852,NaN,-18.447,529.96,320.12,0.01,2.8863
18.866,3.7577,100.76,-11.173,101.11,11.173,0.19075,0.011243,0.19108,3.3731,8.4342,0.059307,43.8,-120.6,9.7893,0.50168,0.025659,-1.1039e-4,0.0014896,27.09,0,34.753,0.11857,2.7,2.2947,2.9013,0.3173,1.58e7,0,37.041,0.64588,0.64637,0.3756,0.13719,0.13309,0.102,0.29591,-3.6539e-4,0,-2.3829e-4,0.013472,0.013711,-5.442e-7,0.010621,0.1397,153.28,82.257,3.5248,NaN,-18.454,529.89,320.12,0.01,2.8873
18.876,3.7587,100.65,-11.168,101,11.168,0.19083,0.011248,0.19116,3.3733,8.4342,0.060478,43.8,-120.6,9.7893,0.47736,0.025633,-4.2858e-5,0.0014877,27.09,0,34.753,0.11857,2.7009,2.2947,2.9077,0.31697,15782378,0,36.955,0.64585,0.6463,0.3756,0.13718,0.13306,0.096938,0.28144,-3.911e-4,0,-2.3812e-4,0.013472,0.01371,-8.2196e-8,0.010609,0.1397,153.28,82.258,3.5636,NaN,-18.46,529.82,320.11,0.01,2.8883
18.886,3.7597,100.53,-11.163,100.89,11.164,0.19092,0.011254,0.19125,3.3735,8.4342,0.063848,43.8,-120.6,9.7893,0.45306,0.025608,1.5024e-5,0.0014874,27.09,0,34.753,0.11857,2.7018,2.2947,2.9141,0.31664,15764394,0,36.869,0.64582,0.64622,0.37561,0.13717,0.13303,0.091896,0.26818,3.6658e-4,0,-2.3799e-4,0.013471,0.013709,1.0122e-8,0.010598,0.1397,153.28,82.26,3.6016,NaN,-18.467,529.75,320.11,0.01,2.8891
18.896,3.7607,100.42,-11.159,100.78,11.159,0.191,0.011259,0.19133,3.3737,8.434,0.069116,43.8,-120.6,9.7893,0.42887,0.025582,6.2637e-5,0.0014887,27.09,0,34.753,0.11857,2.7027,2.2947,2.9205,0.31631,15746423,0,36.784,0.64579,0.64615,0.37562,0.13716,0.13301,0.086888,0.25418,2.6821e-4,0,-2.3789e-4,0.01347,0.013708,1.7631e-7,0.010586,0.1397,153.28,82.262,3.6387,NaN,-18.473,529.68,320.1,0.01,2.8899
18.906,3.7617,100.31,-11.155,100.67,11.155,0.19108,0.011265,0.19142,3.3738,8.4337,0.071289,43.8,-120.6,9.7893,0.4258,0.025557,1.3581e-4,0.0014895,27.09,0,34.753,0.11857,2.7028,2.2947,2.9213,0.31596,15727644,0,36.697,0.64576,0.64612,0.37563,0.13715,0.13298,0.086251,0.25179,-3.4216e-5,0,-2.3848e-4,0.01347,0.013708,8.3073e-7,0.010574,0.1397,153.28,82.264,3.675,NaN,-18.48,529.61,320.1,0.01,2.8908
18.916,3.7627,100.2,-11.152,100.55,11.153,0.19117,0.011271,0.1915,3.374,8.4335,0.071125,43.8,-120.6,9.7893,0.43503,0.025531,2.3059e-4,0.0014893,27.09,0,34.753,0.11857,2.7024,2.2947,2.9188,0.31561,15708385,0,36.608,0.64573,0.6461,0.37564,0.13714,0.13295,0.08816,0.25772,-1.966e-4,0,-2.3945e-4,0.013469,0.013708,2.4002e-6,0.010562,0.1397,153.28,82.266,3.7104,NaN,-18.486,529.54,320.1,0.01,2.8916
18.926,3.7637,100.09,-11.15,100.44,11.15,0.19125,0.011276,0.19158,3.3742,8.4333,0.071162,43.8,-120.6,9.7893,0.44393,0.025506,3.2717e-4,0.0014889,27.09,0,34.753,0.11857,2.7021,2.2947,2.9165,0.31525,15689136,0,36.52,0.6457,0.64609,0.37565,0.13713,0.13292,0.09,0.26286,-4.4892e-4,0,-2.4039e-4,0.013468,0.013709,4.8426e-6,0.010551,0.1397,153.28,82.269,3.745,NaN,-18.493,529.47,320.09,0.01,2.8924
18.936,3.7647,99.977,-11.147,100.33,11.147,0.19134,0.011282,0.19167,3.3744,8.4331,0.071374,43.8,-120.6,9.7893,0.45248,0.02548,4.2535e-4,0.0014884,27.09,0,34.753,0.11857,2.7018,2.2947,2.9142,0.3149,1.567e7,0,36.432,0.64567,0.64607,0.37565,0.13712,0.13289,0.091769,0.26705,3.7769e-5,0,-2.4132e-4,0.013467,0.013709,8.2043e-6,0.010539,0.1397,153.28,82.272,3.7786,NaN,-18.499,529.4,320.09,0.01,2.8932
18.946,3.7657,99.865,-11.144,100.22,11.144,0.19142,0.011287,0.19175,3.3746,8.433,0.071735,43.8,-120.6,9.7893,0.46067,0.025455,5.2496e-4,0.0014877,27.09,0,34.753,0.11857,2.7015,2.2947,2.912,0.31454,15650667,0,36.345,0.64564,0.64606,0.37566,0.13711,0.13286,0.093467,0.27226,-5.0057e-4,0,-2.4223e-4,0.013467,0.013709,1.2525e-5,0.010527,0.1397,153.28,82.276,3.8112,NaN,-18.506,529.33,320.08,0.01,2.894
18.956,3.7667,99.754,-11.142,100.11,11.142,0.19151,0.011293,0.19184,3.3748,8.4329,0.071593,43.8,-120.6,9.7893,0.47842,0.025429,6.4101e-4,0.0014811,27.09,0,34.753,0.11857,2.7008,2.2947,2.9072,0.31418,15631069,0,36.256,0.64561,0.64606,0.37567,0.1371,0.13283,0.097149,0.28274,-2.9031e-4,0,-2.4343e-4,0.013466,0.013709,1.8719e-5,0.010516,0.1397,153.28,82.28,3.8429,NaN,-18.512,529.26,320.08,0.01,2.8948
18.966,3.7677,99.642,-11.14,99.999,11.14,0.19159,0.011299,0.19192,3.375,8.4329,0.072301,43.8,-120.6,9.7893,0.50183,0.025404,7.6807e-4,0.00147,27.09,0,34.753,0.11857,2.6999,2.2947,2.901,0.31381,15611256,0,36.167,0.64557,0.64607,0.37568,0.13709,0.1328,0.10202,0.29619,2.0633e-4,0,-2.4478e-4,0.013465,0.01371,2.6938e-5,0.010504,0.1397,153.28,82.284,3.8737,NaN,-18.519,529.19,320.08,0.01,2.8956
18.976,3.7687,99.531,-11.138,99.888,11.138,0.19167,0.011304,0.19201,3.3752,8.4331,0.074386,43.8,-120.6,9.7893,0.52496,0.025378,8.9767e-4,0.0014578,27.09,0,34.753,0.11857,2.6991,2.2947,2.8949,0.31345,15591457,0,36.079,0.64554,0.64608,0.37569,0.13708,0.13277,0.10683,0.30899,1.8465e-4,0,-2.4608e-4,0.013465,0.013711,3.6883e-5,0.010492,0.1397,153.28,82.288,3.9035,NaN,-18.525,529.12,320.07,0.01,2.8965
18.986,3.7697,99.42,-11.136,99.777,11.136,0.19176,0.01131,0.19209,3.3754,8.4333,0.077666,43.8,-120.6,9.7893,0.54776,0.025352,0.00103,0.0014448,27.09,0,34.753,0.11857,2.6982,2.2947,2.8889,0.31308,15571671,0,35.991,0.64551,0.6461,0.3757,0.13707,0.13274,0.11159,0.32266,-1.2794e-4,0,-2.4734e-4,0.013464,0.013711,4.8673e-5,0.01048,0.1397,153.28,82.293,3.9323,NaN,-18.532,529.05,320.07,0.01,2.898
18.996,3.7707,99.308,-11.134,99.666,11.134,0.19184,0.011316,0.19218,3.3756,8.4336,0.081928,43.8,-120.6,9.7893,0.57022,0.025326,0.0011652,0.001431,27.09,0,34.753,0.11857,2.6974,2.2947,2.883,0.31271,15551898,0,35.903,0.64548,0.64612,0.37571,0.13706,0.13271,0.11629,0.33542,-5.5123e-4,0,-2.4857e-4,0.013463,0.013712,6.2442e-5,0.010469,0.1397,153.28,82.299,3.9602,NaN,-18.538,528.98,320.06,0.01,2.899
19.006,3.7717,99.197,-11.129,99.555,11.13,0.19193,0.011321,0.19226,3.3758,8.434,0.078995,43.8,-120.6,9.7892,0.54793,0.0253,0.0012563,0.0014549,27.09,0,34.753,0.11857,2.6982,2.2947,2.8888,0.31238,15533763,0,35.817,0.64545,0.64604,0.37571,0.13705,0.13269,0.11163,0.32229,-1.7218e-4,0,-2.4844e-4,0.013462,0.013711,7.2737e-5,0.010457,0.1397,153.28,82.305,3.987,NaN,-18.545,528.91,320.06,0.01,2.8998
19.016,3.7727,99.086,-11.123,99.444,11.123,0.19201,0.011327,0.19234,3.376,8.4341,0.07635,43.8,-120.6,9.7892,0.49943,0.025275,0.0013005,0.0015111,27.09,0,34.753,0.11857,2.7,2.2947,2.9015,0.31207,15516622,0,35.734,0.64542,0.64591,0.37572,0.13704,0.13266,0.10151,0.29472,-1.191e-4,0,-2.4756e-4,0.013462,0.013709,7.8104e-5,0.010445,0.1397,153.28,82.311,4.0129,NaN,-18.551,528.84,320.06,0.01,2.9007
19.026,3.7737,98.974,-11.117,99.333,11.117,0.19209,0.011332,0.19243,3.3762,8.4341,0.080142,43.8,-120.6,9.7892,0.45182,0.025249,0.0013169,0.0015814,27.09,0,34.753,0.11857,2.7018,2.2947,2.9141,0.31175,1.55e7,0,35.651,0.6454,0.6458,0.37573,0.13703,0.13263,0.091623,0.2674,-1.0355e-4,0,-2.4676e-4,0.013461,0.013708,8.0249e-5,0.010434,0.1397,153.28,82.317,4.0377,NaN,-18.558,528.77,320.05,0.01,2.9014
19.036,3.7747,98.863,-11.111,99.222,11.111,0.19218,0.011338,0.19251,3.3764,8.4338,0.089488,43.8,-120.6,9.7892,0.40559,0.025223,0.0012986,0.0016684,27.09,0,34.753,0.11857,2.7035,2.2947,2.9263,0.31144,15482399,0,35.569,0.64537,0.6457,0.37574,0.13702,0.13261,0.082064,0.24003,3.5007e-4,0,-2.4601e-4,0.01346,0.013706,7.8194e-5,0.010422,0.1397,153.28,82.324,4.0614,NaN,-18.564,528.7,320.05,0.01,2.9022
19.046,3.7757,98.752,-11.105,99.112,11.105,0.19226,0.011344,0.1926,3.3766,8.4333,0.10281,43.8,-120.6,9.7892,0.36141,0.025198,0.0012352,0.001774,27.09,0,34.753,0.11857,2.7051,2.2947,2.9381,0.31113,15465317,0,35.488,0.64534,0.6456,0.37574,0.13702,0.13258,0.072969,0.21452,3.1174e-4,0,-2.4532e-4,0.01346,0.013705,7.0887e-5,0.01041,0.1397,153.28,82.331,4.084,NaN,-18.57,528.63,320.05,0.01,2.9031
19.056,3.7767,98.641,-11.099,99.001,11.099,0.19235,0.01135,0.19268,3.3769,8.4325,0.12137,43.8,-120.6,9.7892,0.31405,0.025173,0.0010756,0.0019186,27.09,0,34.753,0.11857,2.7069,2.2947,2.9508,0.31082,15448556,0,35.408,0.64532,0.64551,0.37575,0.13701,0.13256,0.063263,0.18692,4.2721e-5,0,-2.4444e-4,0.013459,0.013704,5.3863e-5,0.010398,0.1397,153.28,82.338,4.1055,NaN,-18.577,528.56,320.04,0.01,2.9039
19.066,3.7776,98.53,-11.092,98.89,11.093,0.19243,0.011355,0.19277,3.3771,8.4315,0.14371,43.8,-120.6,9.7892,0.27013,0.025148,7.7315e-4,0.0020869,27.09,0,34.753,0.11857,2.7085,2.2947,2.9626,0.31052,15432002,0,35.331,0.64529,0.64544,0.37576,0.137,0.13253,0.054299,0.16111,-3.8289e-4,0,-2.4347e-4,0.013459,0.013702,2.7885e-5,0.010387,0.1397,153.28,82.346,4.1258,NaN,-18.583,528.49,320.04,0.01,2.9048
19.076,3.7786,98.419,-11.085,98.78,11.087,0.19251,0.011361,0.19285,3.3773,8.4302,0.1674,43.8,-120.6,9.7892,0.23815,0.025123,3.0716e-4,0.0022176,27.09,0,34.753,0.11857,2.7097,2.2947,2.9712,0.31022,15415475,0,35.254,0.64527,0.64538,0.37576,0.13699,0.13251,0.047796,0.14176,-3.8221e-4,0,-2.4257e-4,0.013458,0.013701,4.41e-6,0.010375,0.1397,153.28,82.353,4.1448,NaN,-18.59,528.42,320.03,0.01,2.9056
19.086,3.7796,98.309,-11.079,98.669,11.081,0.1926,0.011367,0.19293,3.3775,8.4287,0.19189,43.8,-120.6,9.7892,0.22336,0.025098,-2.9649e-4,0.0022194,27.09,0,34.753,0.11857,2.7103,2.2947,2.9752,0.30991,15398973,0,35.179,0.64524,0.64534,0.37577,0.13698,0.13249,0.044795,0.13281,2.2154e-4,0,-2.4173e-4,0.013457,0.013699,-4.117e-6,0.010363,0.1397,153.28,82.361,4.1626,NaN,-18.596,528.35,320.03,0.01,2.9064
19.096,3.7806,98.198,-11.073,98.559,11.075,0.19268,0.011372,0.19302,3.3777,8.4268,0.21689,43.8,-120.6,9.7892,0.22914,0.025073,-9.0014e-4,0.0020365,27.09,0,34.753,0.11857,2.7101,2.2947,2.9736,0.30961,15382497,0,35.105,0.64521,0.64532,0.37578,0.13697,0.13246,0.045966,0.13674,2.2799e-4,0,-2.4094e-4,0.013457,0.013698,-3.8021e-5,0.010352,0.1397,153.28,82.369,4.1791,NaN,-18.602,528.28,320.03,0.01,2.9072
19.106,3.7816,98.087,-11.068,98.448,11.071,0.19277,0.011378,0.1931,3.378,8.4248,0.22562,43.8,-120.6,9.7892,0.2365,0.025049,-0.0010517,0.0019365,27.09,0,34.753,0.11857,2.7098,2.2947,2.9716,0.30928,15364450,0,35.024,0.64519,0.6453,0.37579,0.13696,0.13244,0.04746,0.14071,-1.7074e-4,0,-2.4152e-4,0.013456,0.013698,-5.2013e-5,0.01034,0.1397,153.28,82.377,4.1943,NaN,-18.609,528.21,320.02,0.01,2.9081
