-2.298873,-0.114019
-0.947862,0.056981
-1.763045,-0.012952
-1.193936,0.033370
-1.626686,0.002842
-1.142002,0.018543
-1.700398,0.001694
-1.092858,0.022994
-1.769167,0.010253
-1.109150,0.013635
-1.767909,0.015341
-1.008229,0.007575
-1.840309,0.007423
-1.007373,0.010275
-0.873882,0.028356
35.797111,0.041016
57.722052,-0.063723
54.294491,-0.030141
57.907404,-0.007806
56.004574,0.029501
56.890669,0.031318
57.613184,0.050591
58.598652,0.016830
57.319193,-0.025801
58.195142,-0.093538
58.108317,-0.115979
57.866231,-0.100252
57.624231,-0.054875
59.202034,-0.055065
58.848096,-0.078875
57.777011,-0.124984
57.689469,-0.134500
59.106154,-0.129828
59.628335,-0.097325
59.971762,-0.090862
59.830285,-0.105878
60.068171,-0.149057
59.487661,-0.180821
59.748227,-0.178390
60.001902,-0.115676
61.049346,-0.069957
61.104984,-0.087262
60.803315,-0.144418
60.235775,-0.166138
60.097893,-0.170897
60.464593,-0.144219
61.715672,-0.100983
61.607819,-0.058579
61.147850,-0.067333
60.621560,-0.105747
60.925514,-0.153275
61.002348,-0.157031
61.307930,-0.111494
62.124467,-0.079053
62.213713,-0.103250
61.267307,-0.110435
60.979084,-0.081666
61.647115,-0.059739
61.918085,-0.060405
61.508295,-0.051862
61.563963,-0.059283
61.437379,-0.095703
61.514495,-0.140690
61.446714,-0.146541
61.525825,-0.121981
61.992806,-0.095556
61.773675,-0.118527
60.961706,-0.160552
61.080264,-0.172053
61.246828,-0.142321
61.588697,-0.115829
61.404054,-0.111752
61.825581,-0.117808
61.442160,-0.114297
61.321873,-0.122680
60.995575,-0.133444
61.471593,-0.121231
61.635410,-0.078597
61.496643,-0.046559
61.707941,-0.036503
61.698285,-0.023032
61.312549,0.012657
61.010529,0.043749
61.461552,0.071419
61.683174,0.107935
61.549350,0.142354
61.327633,0.125763
61.476486,0.075622
61.488909,0.034525
61.189062,0.025208
61.274793,0.005695
61.926866,-0.037582
62.376272,-0.106941
61.531073,-0.154431
61.221329,-0.156007
61.514166,-0.140830
62.192214,-0.138101
62.107297,-0.119291
62.105534,-0.079778
61.786664,-0.056994
61.701741,-0.080939
61.760997,-0.098237
61.800003,-0.064932
62.041968,0.013790
62.289149,0.073801
62.514683,0.099459
62.128395,0.122450
61.881881,0.158563
61.890005,0.185716
62.650449,0.192155
62.739106,0.166204
62.627474,0.111180
62.099543,0.029020
62.482246,-0.061125
63.059791,-0.141079
63.312561,-0.180681
62.391120,-0.188840
62.431468,-0.209613
63.473873,-0.259020
63.743936,-0.296600
62.630221,-0.299644
62.739228,-0.288389
63.617784,-0.275408
